source_id,solution_id,teff1,teff2,logg1,logg2,azero,mh,distancepc,log_pos,log_lik
4421573590334024704,8013174454512009251,5771.8857,5704.934,4.2549763,4.602636,0.23327686,-0.5106071,6121.5635,-588.5913,-597.6994
4421573590334024704,8013174454512009251,5947.369,5429.6396,4.378416,4.54774,0.33893275,-0.99101114,5881.0933,-593.7751,-593.32544
4421573590334024704,8013174454512009251,5850.3955,5376.906,4.5290756,4.493635,0.35998404,-0.84769225,5259.9497,-588.2815,-591.5896
4421573590334024704,8013174454512009251,5707.888,5422.7705,4.3416123,4.4828725,0.14665458,-0.75860286,5491.2773,-589.82184,-594.88635
4421573590334024704,8013174454512009251,5676.4395,5622.3174,4.560766,4.5504694,0.2876413,-0.7745093,5137.8604,-584.0418,-590.01746
4421573590334024704,8013174454512009251,5711.198,5225.1484,4.5994287,4.6044445,0.37369424,-0.61513376,4460.571,-586.3803,-593.4238
4421573590334024704,8013174454512009251,5831.707,5699.8,4.497254,4.5444736,0.390023,-0.8029214,5691.236,-578.0866,-583.28644
4421573590334024704,8013174454512009251,5959.858,5342.2485,4.5025935,4.514863,0.27960268,-0.47930467,5495.4087,-594.7844,-603.7297
4421573590334024704,8013174454512009251,6106.456,5426.8623,4.5216,4.6196847,0.27955753,-0.6035757,5477.665,-590.60565,-596.07196
4421573590334024704,8013174454512009251,6075.189,5533.5015,4.597844,4.8382244,0.37765765,-0.27664846,5278.741,-590.1861,-597.70184
4421573590334024704,8013174454512009251,5942.5454,5452.6074,4.59327,4.5083585,0.38740966,-0.65373796,5298.778,-589.39087,-596.3378
4421573590334024704,8013174454512009251,6099.8823,5235.2295,4.5734363,4.6077547,0.33719486,-0.6845516,5089.0967,-589.6109,-593.4392
4421573590334024704,8013174454512009251,6069.379,5370.7603,4.599977,4.7572994,0.35612613,-0.3282956,5062.711,-589.68353,-596.6992
4421573590334024704,8013174454512009251,5890.383,4883.162,4.5871077,4.4609103,0.17000182,-0.7733253,4538.475,-586.8722,-591.03955
4421573590334024704,8013174454512009251,6105.749,5328.7305,4.60797,4.6107235,0.31698364,-0.5311577,4919.5166,-590.446,-597.0542
4421573590334024704,8013174454512009251,5703.9634,4899.0903,4.6230607,4.5422854,0.11130145,-0.84435105,4159.021,-584.5037,-587.3063
4421573590334024704,8013174454512009251,5925.306,5362.2935,4.387171,4.686426,0.23268178,-0.58411294,5354.151,-594.8917,-600.1482
4421573590334024704,8013174454512009251,6138.292,5596.146,4.401972,4.5622644,0.29554385,-0.8623892,6204.911,-591.16785,-594.33014
4421573590334024704,8013174454512009251,5765.4316,4771.589,4.4859424,4.473162,0.34759834,-0.7356219,4514.2227,-589.78815,-594.41284
4421573590334024704,8013174454512009251,6159.643,5412.3936,4.525579,4.6025286,0.35520965,-0.29091963,5857.282,-595.6642,-604.531
4421573590334024704,8013174454512009251,5668.1655,5147.329,4.3229604,4.5445175,0.3445355,-0.9152566,5156.34,-589.64233,-590.84106
