"teff","logg","feh","alphafe","bcg"
2500,3.5,0,0,-2.534
2500,3.5,0.25,0,-2.602
2500,3.5,0.5,0,-2.658
2500,3.5,0.75,0,-2.7
2500,3.5,1,0,-2.732
2500,3.5,-0.25,0,-2.45
2500,3.5,-0.25,0.1,-2.401
2500,3.5,-0.5,0,-2.35
2500,3.5,-0.5,0.2,-2.298
2500,3.5,-0.75,0,-2.229
2500,3.5,-0.75,0.3,-2.211
2500,3.5,-1,0,-2.084
2500,3.5,-1,0.4,-2.133
2500,3.5,-1.5,0,-1.746
2500,3.5,-1.5,0.4,-1.913
2500,3.5,-2,0,-1.392
2500,3.5,-2,0.4,-1.602
2500,3.5,-2.5,0,-1.074
2500,3.5,-2.5,0.4,-1.257
2500,3.5,-3,0.4,-0.942
2500,3.5,-3.5,0,-0.592
2500,4,0,0,-2.547
2500,4,0.25,0,-2.602
2500,4,0.5,0,-2.635
2500,4,0.75,0,-2.648
2500,4,1,0,-2.64
2500,4,-0.25,0,-2.463
2500,4,-0.25,0.1,-2.413
2500,4,-0.5,0,-2.349
2500,4,-0.5,0.2,-2.308
2500,4,-0.75,0,-2.203
2500,4,-1,0,-2.031
2500,4,-1,0.4,-2.128
2500,4,-1.5,0,-1.653
2500,4,-1.5,0.4,-1.855
2500,4,-2,0,-1.279
2500,4,-2,0.4,-1.496
2500,4,-2.5,0,-0.95
2500,4,-2.5,0.4,-1.127
2500,4,-3,0.4,-0.801
2500,4.5,0,0,-2.57
2500,4.5,0.25,0,-2.629
2500,4.5,0.5,0,-2.655
2500,4.5,0.75,0,-2.651
2500,4.5,1,0,-2.623
2500,4.5,-0.25,0,-2.47
2500,4.5,-0.25,0.1,-2.429
2500,4.5,-0.5,0,-2.331
2500,4.5,-0.75,0,-2.158
2500,4.5,-0.75,0.3,-2.208
2500,4.5,-1,0,-1.963
2500,4.5,-1,0.4,-2.103
2500,4.5,-1.5,0,-1.556
2500,4.5,-1.5,0.4,-1.77
2500,4.5,-2,0,-1.169
2500,4.5,-2,0.4,-1.376
2500,4.5,-2.5,0,-0.834
2500,5,0,0,-2.587
2500,5,0.25,0,-2.664
2500,5,0.5,0,-2.694
2500,5,0.75,0,-2.687
2500,5,1,0,-2.647
2500,5,-0.25,0,-2.463
2500,5,-0.25,0.1,-2.436
2500,5,-0.5,0.2,-2.305
2500,5,-0.75,0,-2.1
2500,5,-0.75,0.3,-2.179
2500,5,-1,0,-1.889
2500,5,-1.5,0,-1.461
2500,5,-1.5,0.4,-1.67
2500,5,-2,0,-1.067
2500,5,-2,0.4,-1.253
2500,5,-2.5,0.4,-0.868
2500,5.5,0,0,-2.59
2500,5.5,0.25,0,-2.69
2500,5.5,0.5,0,-2.739
2500,5.5,0.75,0,-2.738
2500,5.5,1,0,-2.696
2500,5.5,-0.25,0,-2.439
2500,5.5,-0.25,0.1,-2.426
2500,5.5,-0.5,0,-2.251
2500,5.5,-0.5,0.2,-2.279
2500,5.5,-0.75,0,-2.039
2500,5.5,-0.75,0.3,-2.134
2500,5.5,-1,0,-1.816
2500,5.5,-1.5,0,-1.375
2500,5.5,-2,0,-0.973
2500,5.5,-2,0.4,-1.135
2500,5.5,-2.5,0.4,-0.751
2525,3.5,0,0,-2.473
2525,3.5,0.25,0,-2.545
2525,3.5,0.5,0,-2.606
2525,3.5,0.75,0,-2.657
2525,3.5,1,0,-2.701
2525,3.5,-0.25,0,-2.389
2525,3.5,-0.25,0.1,-2.345
2525,3.5,-0.5,0,-2.291
2525,3.5,-0.5,0.2,-2.245
2525,3.5,-0.75,0,-2.175
2525,3.5,-0.75,0.3,-2.161
2525,3.5,-1,0,-2.038
2525,3.5,-1,0.4,-2.086
2525,3.5,-1.5,0,-1.714
2525,3.5,-1.5,0.4,-1.876
2525,3.5,-2,0,-1.372
2525,3.5,-2,0.4,-1.577
2525,3.5,-2.5,0,-1.065
2525,3.5,-2.5,0.4,-1.242
2525,3.5,-3,0.4,-0.936
2525,3.5,-3.5,0,-0.594
2525,4,0,0,-2.483
2525,4,0.25,0,-2.541
2525,4,0.5,0,-2.578
2525,4,0.75,0,-2.596
2525,4,1,0,-2.596
2525,4,-0.25,0,-2.402
2525,4,-0.25,0.1,-2.356
2525,4,-0.5,0,-2.292
2525,4,-0.5,0.2,-2.255
2525,4,-0.75,0,-2.153
2525,4,-0.75,0.3,-2.167
2525,4,-1,0,-1.99
2525,4,-1,0.4,-2.084
2525,4,-1.5,0,-1.625
2525,4,-1.5,0.4,-1.823
2525,4,-2,0,-1.263
2525,4,-2,0.4,-1.476
2525,4,-2.5,0,-0.943
2525,4,-2.5,0.4,-1.116
2525,4,-3,0.4,-0.798
2525,4.5,0,0,-2.507
2525,4.5,0.25,0,-2.567
2525,4.5,0.5,0,-2.595
2525,4.5,0.75,0,-2.596
2525,4.5,1,0,-2.573
2525,4.5,-0.25,0,-2.411
2525,4.5,-0.25,0.1,-2.373
2525,4.5,-0.5,0,-2.278
2525,4.5,-0.75,0,-2.112
2525,4.5,-0.75,0.3,-2.162
2525,4.5,-1,0,-1.926
2525,4.5,-1,0.4,-2.062
2525,4.5,-1.5,0,-1.531
2525,4.5,-1.5,0.4,-1.743
2525,4.5,-2,0,-1.155
2525,4.5,-2,0.4,-1.361
2525,4.5,-2.5,0,-0.829
2525,4.5,-2.5,0.4,-0.988
2525,5,0,0,-2.527
2525,5,0.25,0,-2.601
2525,5,0.5,0,-2.633
2525,5,0.75,0,-2.63
2525,5,1,0,-2.594
2525,5,-0.25,0,-2.407
2525,5,-0.5,0,-2.247
2525,5,-0.5,0.2,-2.256
2525,5,-0.75,0,-2.059
2525,5,-0.75,0.3,-2.137
2525,5,-1,0,-1.855
2525,5,-1.5,0,-1.439
2525,5,-1.5,0.4,-1.647
2525,5,-2,0,-1.055
2525,5,-2,0.4,-1.241
2525,5,-2.5,0.4,-0.863
2525,5.5,0,0,-2.533
2525,5.5,0.25,0,-2.631
2525,5.5,0.5,0,-2.679
2525,5.5,0.75,0,-2.679
2525,5.5,1,0,-2.642
2525,5.5,-0.25,0,-2.388
2525,5.5,-0.25,0.1,-2.376
2525,5.5,-0.5,0,-2.206
2525,5.5,-0.5,0.2,-2.234
2525,5.5,-0.75,0,-2.001
2525,5.5,-0.75,0.3,-2.096
2525,5.5,-1,0,-1.785
2525,5.5,-1,0.4,-1.955
2525,5.5,-1.5,0,-1.356
2525,5.5,-2,0,-0.963
2525,5.5,-2,0.4,-1.125
2550,3.5,0,0,-2.414
2550,3.5,0.25,0,-2.489
2550,3.5,0.5,0,-2.556
2550,3.5,0.75,0,-2.616
2550,3.5,1,0,-2.672
2550,3.5,-0.25,0,-2.33
2550,3.5,-0.25,0.1,-2.29
2550,3.5,-0.5,0,-2.233
2550,3.5,-0.5,0.2,-2.194
2550,3.5,-0.75,0,-2.123
2550,3.5,-1,0,-1.992
2550,3.5,-1,0.4,-2.04
2550,3.5,-1.5,0,-1.681
2550,3.5,-1.5,0.4,-1.838
2550,3.5,-2,0,-1.352
2550,3.5,-2,0.4,-1.551
2550,3.5,-2.5,0,-1.056
2550,3.5,-2.5,0.4,-1.226
2550,3.5,-3,0.4,-0.93
2550,3.5,-3.5,0,-0.598
2550,4,0,0,-2.422
2550,4,0.25,0,-2.481
2550,4,0.5,0,-2.522
2550,4,0.75,0,-2.546
2550,4,1,0,-2.553
2550,4,-0.25,0,-2.342
2550,4,-0.25,0.1,-2.3
2550,4,-0.5,0,-2.236
2550,4,-0.5,0.2,-2.203
2550,4,-0.75,0,-2.104
2550,4,-0.75,0.3,-2.119
2550,4,-1,0,-1.948
2550,4,-1,0.4,-2.04
2550,4,-1.5,0.4,-1.79
2550,4,-2,0,-1.247
2550,4,-2,0.4,-1.455
2550,4,-2.5,0,-0.936
2550,4,-2.5,0.4,-1.105
2550,4,-3,0.4,-0.795
2550,4.5,0,0,-2.445
2550,4.5,0.25,0,-2.506
2550,4.5,0.5,0,-2.535
2550,4.5,0.75,0,-2.541
2550,4.5,1,0,-2.525
2550,4.5,-0.25,0,-2.353
2550,4.5,-0.25,0.1,-2.317
2550,4.5,-0.5,0,-2.226
2550,4.5,-0.5,0.2,-2.212
2550,4.5,-0.75,0,-2.067
2550,4.5,-0.75,0.3,-2.117
2550,4.5,-1,0.4,-2.021
2550,4.5,-1.5,0,-1.507
2550,4.5,-1.5,0.4,-1.716
2550,4.5,-2,0,-1.141
2550,4.5,-2,0.4,-1.345
2550,4.5,-2.5,0,-0.824
2550,4.5,-2.5,0.4,-0.98
2550,5,0,0,-2.467
2550,5,0.25,0,-2.54
2550,5,0.5,0,-2.573
2550,5,0.75,0,-2.573
2550,5,1,0,-2.542
2550,5,-0.25,0,-2.352
2550,5,-0.25,0.1,-2.328
2550,5,-0.5,0,-2.199
2550,5,-0.5,0.2,-2.209
2550,5,-0.75,0,-2.018
2550,5,-1,0,-1.821
2550,5,-1,0.4,-1.98
2550,5,-1.5,0,-1.418
2550,5,-1.5,0.4,-1.624
2550,5,-2,0,-1.043
2550,5,-2,0.4,-1.228
2550,5,-2.5,0,-0.718
2550,5,-2.5,0.4,-0.858
2550,5.5,0,0,-2.477
2550,5.5,0.25,0,-2.571
2550,5.5,0.5,0,-2.618
2550,5.5,0.75,0,-2.622
2550,5.5,1,0,-2.588
2550,5.5,-0.25,0,-2.337
2550,5.5,-0.25,0.1,-2.326
2550,5.5,-0.5,0,-2.162
2550,5.5,-0.5,0.2,-2.19
2550,5.5,-0.75,0,-1.964
2550,5.5,-0.75,0.3,-2.058
2550,5.5,-1,0,-1.754
2550,5.5,-1,0.4,-1.922
2550,5.5,-1.5,0,-1.335
2550,5.5,-2,0,-0.953
2550,5.5,-2,0.4,-1.114
2550,5.5,-2.5,0.4,-0.744
2575,3.5,0,0,-2.357
2575,3.5,0.25,0,-2.435
2575,3.5,0.5,0,-2.507
2575,3.5,0.75,0,-2.577
2575,3.5,1,0,-2.646
2575,3.5,-0.25,0,-2.272
2575,3.5,-0.25,0.1,-2.237
2575,3.5,-0.5,0,-2.177
2575,3.5,-0.5,0.2,-2.144
2575,3.5,-0.75,0,-2.07
2575,3.5,-0.75,0.3,-2.065
2575,3.5,-1,0,-1.946
2575,3.5,-1,0.4,-1.995
2575,3.5,-1.5,0,-1.649
2575,3.5,-1.5,0.4,-1.8
2575,3.5,-2,0,-1.332
2575,3.5,-2,0.4,-1.524
2575,3.5,-2.5,0,-1.047
2575,3.5,-2.5,0.4,-1.21
2575,3.5,-3,0,-0.803
2575,3.5,-3,0.4,-0.925
2575,3.5,-3.5,0,-0.6
2575,4,0,0,-2.362
2575,4,0.25,0,-2.423
2575,4,0.5,0,-2.468
2575,4,0.75,0,-2.497
2575,4,1,0,-2.512
2575,4,-0.25,0,-2.283
2575,4,-0.25,0.1,-2.245
2575,4,-0.5,0,-2.182
2575,4,-0.5,0.2,-2.153
2575,4,-0.75,0,-2.056
2575,4,-0.75,0.3,-2.072
2575,4,-1,0,-1.907
2575,4,-1,0.4,-1.996
2575,4,-1.5,0,-1.569
2575,4,-1.5,0.4,-1.757
2575,4,-2,0,-1.23
2575,4,-2,0.4,-1.434
2575,4,-2.5,0.4,-1.093
2575,4,-3,0,-0.672
2575,4,-3,0.4,-0.792
2575,4.5,0,0,-2.385
2575,4.5,0.25,0,-2.444
2575,4.5,0.5,0,-2.477
2575,4.5,0.75,0,-2.488
2575,4.5,1,0,-2.477
2575,4.5,-0.25,0,-2.295
2575,4.5,-0.25,0.1,-2.263
2575,4.5,-0.5,0,-2.174
2575,4.5,-0.5,0.2,-2.163
2575,4.5,-0.75,0,-2.022
2575,4.5,-0.75,0.3,-2.072
2575,4.5,-1,0,-1.851
2575,4.5,-1,0.4,-1.981
2575,4.5,-1.5,0,-1.482
2575,4.5,-1.5,0.4,-1.688
2575,4.5,-2,0,-1.128
2575,4.5,-2,0.4,-1.328
2575,4.5,-2.5,0.4,-0.972
2575,5,0,0,-2.407
2575,5,0.25,0,-2.479
2575,5,0.5,0,-2.514
2575,5,0.75,0,-2.516
2575,5,1,0,-2.492
2575,5,-0.25,0,-2.298
2575,5,-0.25,0.1,-2.275
2575,5,-0.5,0,-2.151
2575,5,-0.5,0.2,-2.162
2575,5,-0.75,0,-1.977
2575,5,-0.75,0.3,-2.054
2575,5,-1,0.4,-1.944
2575,5,-1.5,0,-1.395
2575,5,-2,0.4,-1.215
2575,5,-2.5,0.4,-0.853
2575,5.5,0,0,-2.42
2575,5.5,0.25,0,-2.512
2575,5.5,0.5,0,-2.558
2575,5.5,0.75,0,-2.564
2575,5.5,1,0,-2.535
2575,5.5,-0.25,0,-2.286
2575,5.5,-0.25,0.1,-2.276
2575,5.5,-0.5,0.2,-2.146
2575,5.5,-0.75,0,-1.926
2575,5.5,-0.75,0.3,-2.019
2575,5.5,-1,0,-1.723
2575,5.5,-1,0.4,-1.89
2575,5.5,-1.5,0,-1.315
2575,5.5,-2,0,-0.943
2575,5.5,-2,0.4,-1.103
2600,3.5,0,0,-2.302
2600,3.5,0.25,0,-2.383
2600,3.5,0.5,0,-2.461
2600,3.5,0.75,0,-2.54
2600,3.5,1,0,-2.623
2600,3.5,-0.25,0,-2.215
2600,3.5,-0.25,0.1,-2.186
2600,3.5,-0.5,0,-2.122
2600,3.5,-0.5,0.2,-2.095
2600,3.5,-0.75,0,-2.019
2600,3.5,-0.75,0.3,-2.019
2600,3.5,-1,0,-1.901
2600,3.5,-1,0.4,-1.95
2600,3.5,-1.5,0,-1.616
2600,3.5,-1.5,0.4,-1.762
2600,3.5,-2,0,-1.313
2600,3.5,-2,0.4,-1.497
2600,3.5,-2.5,0,-1.038
2600,3.5,-2.5,0.4,-1.195
2600,3.5,-3,0.4,-0.919
2600,3.5,-3.5,0,-0.604
2600,4,0,0,-2.304
2600,4,0.25,0,-2.366
2600,4,0.5,0,-2.414
2600,4,0.75,0,-2.45
2600,4,1,0,-2.472
2600,4,-0.25,0,-2.225
2600,4,-0.25,0.1,-2.191
2600,4,-0.5,0,-2.128
2600,4,-0.5,0.2,-2.102
2600,4,-0.75,0,-2.008
2600,4,-0.75,0.3,-2.026
2600,4,-1,0,-1.866
2600,4,-1.5,0,-1.541
2600,4,-1.5,0.4,-1.725
2600,4,-2,0,-1.214
2600,4,-2,0.4,-1.412
2600,4,-2.5,0,-0.923
2600,4,-2.5,0.4,-1.082
2600,4,-3,0,-0.672
2600,4,-3,0.4,-0.789
2600,4.5,0,0,-2.326
2600,4.5,0.25,0,-2.385
2600,4.5,0.5,0,-2.421
2600,4.5,0.75,0,-2.435
2600,4.5,1,0,-2.43
2600,4.5,-0.25,0,-2.239
2600,4.5,-0.25,0.1,-2.209
2600,4.5,-0.5,0,-2.122
2600,4.5,-0.5,0.2,-2.114
2600,4.5,-0.75,0,-1.978
2600,4.5,-0.75,0.3,-2.027
2600,4.5,-1,0,-1.814
2600,4.5,-1,0.4,-1.941
2600,4.5,-1.5,0,-1.458
2600,4.5,-1.5,0.4,-1.66
2600,4.5,-2,0,-1.114
2600,4.5,-2,0.4,-1.31
2600,4.5,-2.5,0.4,-0.964
2600,5,0,0,-2.349
2600,5,0.25,0,-2.418
2600,5,0.5,0,-2.455
2600,5,0.75,0,-2.46
2600,5,1,0,-2.441
2600,5,-0.25,0,-2.243
2600,5,-0.25,0.1,-2.223
2600,5,-0.5,0,-2.103
2600,5,-0.5,0.2,-2.115
2600,5,-0.75,0,-1.936
2600,5,-0.75,0.3,-2.012
2600,5,-1,0,-1.754
2600,5,-1,0.4,-1.908
2600,5,-1.5,0,-1.373
2600,5,-1.5,0.4,-1.577
2600,5,-2,0,-1.019
2600,5,-2,0.4,-1.201
2600,5,-2.5,0.4,-0.847
2600,5.5,0,0,-2.365
2600,5.5,0.25,0,-2.453
2600,5.5,0.5,0,-2.499
2600,5.5,0.75,0,-2.507
2600,5.5,1,0,-2.482
2600,5.5,-0.25,0,-2.235
2600,5.5,-0.25,0.1,-2.227
2600,5.5,-0.5,0,-2.073
2600,5.5,-0.5,0.2,-2.103
2600,5.5,-0.75,0,-1.888
2600,5.5,-0.75,0.3,-1.981
2600,5.5,-1,0,-1.691
2600,5.5,-1,0.4,-1.857
2600,5.5,-1.5,0,-1.295
2600,5.5,-1.5,0.4,-1.485
2600,5.5,-2,0,-0.932
2600,5.5,-2,0.4,-1.092
2600,5.5,-2.5,0.4,-0.736
2625,3.5,0,0,-2.248
2625,3.5,0.25,0,-2.332
2625,3.5,0.5,0,-2.417
2625,3.5,0.75,0,-2.506
2625,3.5,1,0,-2.602
2625,3.5,-0.25,0,-2.161
2625,3.5,-0.25,0.1,-2.135
2625,3.5,-0.5,0,-2.069
2625,3.5,-0.5,0.2,-2.047
2625,3.5,-0.75,0,-1.969
2625,3.5,-0.75,0.3,-1.973
2625,3.5,-1,0,-1.855
2625,3.5,-1,0.4,-1.907
2625,3.5,-1.5,0,-1.584
2625,3.5,-1.5,0.4,-1.724
2625,3.5,-2,0,-1.293
2625,3.5,-2,0.4,-1.469
2625,3.5,-2.5,0,-1.03
2625,3.5,-2.5,0.4,-1.179
2625,3.5,-3,0,-0.801
2625,3.5,-3,0.4,-0.914
2625,3.5,-3.5,0,-0.607
2625,3.5,-3.5,0.4,-0.694
2625,3.5,-4,0,-0.465
2625,4,0,0,-2.247
2625,4,0.5,0,-2.363
2625,4,0.75,0,-2.404
2625,4,1,0,-2.434
2625,4,-0.25,0,-2.169
2625,4,-0.25,0.1,-2.139
2625,4,-0.5,0,-2.075
2625,4,-0.5,0.2,-2.054
2625,4,-0.75,0,-1.961
2625,4,-0.75,0.3,-1.98
2625,4,-1,0,-1.826
2625,4,-1,0.4,-1.91
2625,4,-1.5,0,-1.513
2625,4,-1.5,0.4,-1.691
2625,4,-2,0,-1.198
2625,4,-2,0.4,-1.389
2625,4,-2.5,0,-0.917
2625,4,-2.5,0.4,-1.07
2625,4.5,0,0,-2.268
2625,4.5,0.25,0,-2.327
2625,4.5,0.5,0,-2.365
2625,4.5,0.75,0,-2.383
2625,4.5,1,0,-2.384
2625,4.5,-0.25,0,-2.184
2625,4.5,-0.25,0.1,-2.157
2625,4.5,-0.5,0,-2.072
2625,4.5,-0.5,0.2,-2.066
2625,4.5,-0.75,0,-1.935
2625,4.5,-0.75,0.3,-1.984
2625,4.5,-1,0,-1.777
2625,4.5,-1,0.4,-1.902
2625,4.5,-1.5,0,-1.433
2625,4.5,-1.5,0.4,-1.632
2625,4.5,-2,0,-1.101
2625,4.5,-2,0.4,-1.293
2625,4.5,-2.5,0.4,-0.956
2625,5,0,0,-2.292
2625,5,0.25,0,-2.36
2625,5,0.5,0,-2.397
2625,5,0.75,0,-2.406
2625,5,1,0,-2.391
2625,5,-0.25,0,-2.19
2625,5,-0.25,0.1,-2.172
2625,5,-0.5,0,-2.056
2625,5,-0.5,0.2,-2.069
2625,5,-0.75,0.3,-1.971
2625,5,-1,0,-1.72
2625,5,-1,0.4,-1.872
2625,5,-1.5,0,-1.351
2625,5,-1.5,0.4,-1.553
2625,5,-2,0,-1.008
2625,5,-2,0.4,-1.187
2625,5,-2.5,0.4,-0.842
2625,5.5,0,0,-2.309
2625,5.5,0.25,0,-2.395
2625,5.5,0.5,0,-2.441
2625,5.5,0.75,0,-2.451
2625,5.5,1,0,-2.43
2625,5.5,-0.25,0,-2.185
2625,5.5,-0.5,0,-2.029
2625,5.5,-0.5,0.2,-2.059
2625,5.5,-0.75,0,-1.851
2625,5.5,-0.75,0.3,-1.943
2625,5.5,-1,0,-1.66
2625,5.5,-1,0.4,-1.825
2625,5.5,-1.5,0,-1.274
2625,5.5,-1.5,0.4,-1.465
2625,5.5,-2,0,-0.922
2625,5.5,-2,0.4,-1.081
2625,5.5,-2.5,0.4,-0.733
2650,3.5,0,0,-2.196
2650,3.5,0.25,0,-2.284
2650,3.5,0.5,0,-2.375
2650,3.5,0.75,0,-2.475
2650,3.5,1,0,-2.583
2650,3.5,-0.25,0,-2.108
2650,3.5,-0.25,0.1,-2.086
2650,3.5,-0.5,0,-2.017
2650,3.5,-0.5,0.2,-2.001
2650,3.5,-0.75,0,-1.92
2650,3.5,-0.75,0.3,-1.928
2650,3.5,-1,0,-1.811
2650,3.5,-1,0.4,-1.864
2650,3.5,-1.5,0,-1.551
2650,3.5,-1.5,0.4,-1.686
2650,3.5,-2,0,-1.274
2650,3.5,-2,0.4,-1.441
2650,3.5,-2.5,0,-1.022
2650,3.5,-2.5,0.4,-1.163
2650,3.5,-3,0,-0.8
2650,3.5,-3,0.4,-0.908
2650,3.5,-3.5,0,-0.61
2650,3.5,-3.5,0.4,-0.695
2650,3.5,-4,0,-0.471
2650,4,0,0,-2.192
2650,4,0.25,0,-2.257
2650,4,0.5,0,-2.312
2650,4,1,0,-2.398
2650,4,-0.25,0,-2.115
2650,4,-0.25,0.1,-2.088
2650,4,-0.5,0,-2.023
2650,4,-0.5,0.2,-2.006
2650,4,-0.75,0,-1.914
2650,4,-0.75,0.3,-1.935
2650,4,-1,0,-1.784
2650,4,-1,0.4,-1.868
2650,4,-1.5,0,-1.485
2650,4,-1.5,0.4,-1.658
2650,4,-2,0,-1.182
2650,4,-2,0.4,-1.366
2650,4,-2.5,0,-0.911
2650,4,-2.5,0.4,-1.058
2650,4,-3,0,-0.672
2650,4,-3,0.4,-0.784
2650,4.5,0.25,0,-2.27
2650,4.5,0.5,0,-2.31
2650,4.5,0.75,0,-2.333
2650,4.5,-0.25,0,-2.13
2650,4.5,-0.5,0,-2.023
2650,4.5,-0.5,0.2,-2.019
2650,4.5,-0.75,0,-1.891
2650,4.5,-0.75,0.3,-1.94
2650,4.5,-1,0,-1.74
2650,4.5,-1.5,0,-1.408
2650,4.5,-1.5,0.4,-1.603
2650,4.5,-2,0.4,-1.274
2650,4.5,-2.5,0,-0.804
2650,4.5,-2.5,0.4,-0.947
2650,5,0,0,-2.235
2650,5,0.25,0,-2.302
2650,5,0.5,0,-2.339
2650,5,0.75,0,-2.352
2650,5,1,0,-2.342
2650,5,-0.25,0,-2.137
2650,5,-0.25,0.1,-2.121
2650,5,-0.5,0,-2.009
2650,5,-0.5,0.2,-2.024
2650,5,-0.75,0,-1.856
2650,5,-0.75,0.3,-1.931
2650,5,-1,0,-1.685
2650,5,-1,0.4,-1.836
2650,5,-1.5,0,-1.329
2650,5,-1.5,0.4,-1.529
2650,5,-2,0,-0.996
2650,5,-2,0.4,-1.173
2650,5,-2.5,0.4,-0.836
2650,5.5,0,0,-2.255
2650,5.5,0.25,0,-2.337
2650,5.5,0.5,0,-2.382
2650,5.5,0.75,0,-2.396
2650,5.5,1,0,-2.378
2650,5.5,-0.25,0,-2.135
2650,5.5,-0.25,0.1,-2.129
2650,5.5,-0.5,0,-1.985
2650,5.5,-0.5,0.2,-2.016
2650,5.5,-0.75,0,-1.814
2650,5.5,-1,0,-1.628
2650,5.5,-1,0.4,-1.792
2650,5.5,-1.5,0,-1.254
2650,5.5,-1.5,0.4,-1.444
2650,5.5,-2,0,-0.911
2650,5.5,-2,0.4,-1.069
2650,5.5,-2.5,0.4,-0.728
2675,3.5,0,0,-2.145
2675,3.5,0.25,0,-2.237
2675,3.5,0.5,0,-2.336
2675,3.5,0.75,0,-2.447
2675,3.5,1,0,-2.566
2675,3.5,-0.25,0,-2.056
2675,3.5,-0.25,0.1,-2.039
2675,3.5,-0.5,0,-1.966
2675,3.5,-0.5,0.2,-1.955
2675,3.5,-0.75,0,-1.872
2675,3.5,-0.75,0.3,-1.885
2675,3.5,-1,0,-1.767
2675,3.5,-1,0.4,-1.821
2675,3.5,-1.5,0,-1.519
2675,3.5,-1.5,0.4,-1.648
2675,3.5,-2,0,-1.255
2675,3.5,-2,0.4,-1.413
2675,3.5,-2.5,0,-1.014
2675,3.5,-2.5,0.4,-1.147
2675,3.5,-3,0,-0.799
2675,3.5,-3,0.4,-0.903
2675,3.5,-3.5,0,-0.614
2675,3.5,-3.5,0.4,-0.697
2675,3.5,-4,0,-0.477
2675,4,0,0,-2.138
2675,4,0.25,0,-2.205
2675,4,0.5,0,-2.264
2675,4,0.75,0,-2.317
2675,4,1,0,-2.365
2675,4,-0.25,0,-2.061
2675,4,-0.25,0.1,-2.038
2675,4,-0.5,0,-1.972
2675,4,-0.5,0.2,-1.959
2675,4,-0.75,0,-1.867
2675,4,-0.75,0.3,-1.891
2675,4,-1,0,-1.744
2675,4,-1,0.4,-1.826
2675,4,-1.5,0,-1.457
2675,4,-1.5,0.4,-1.624
2675,4,-2,0,-1.166
2675,4,-2,0.4,-1.343
2675,4,-2.5,0.4,-1.046
2675,4,-3,0,-0.673
2675,4,-3,0.4,-0.781
2675,4.5,0,0,-2.155
2675,4.5,0.5,0,-2.257
2675,4.5,0.75,0,-2.284
2675,4.5,1,0,-2.296
2675,4.5,-0.25,0,-2.076
2675,4.5,-0.25,0.1,-2.054
2675,4.5,-0.5,0,-1.974
2675,4.5,-0.5,0.2,-1.972
2675,4.5,-0.75,0,-1.849
2675,4.5,-0.75,0.3,-1.898
2675,4.5,-1,0,-1.703
2675,4.5,-1,0.4,-1.823
2675,4.5,-1.5,0,-1.384
2675,4.5,-1.5,0.4,-1.574
2675,4.5,-2,0,-1.074
2675,4.5,-2.5,0,-0.8
2675,4.5,-2.5,0.4,-0.939
2675,4.5,-3,0,-0.556
2675,4.5,-3,0.4,-0.662
2675,5,0,0,-2.18
2675,5,0.25,0,-2.245
2675,5,0.5,0,-2.283
2675,5,0.75,0,-2.299
2675,5,1,0,-2.293
2675,5,-0.25,0,-2.086
2675,5,-0.25,0.1,-2.071
2675,5,-0.5,0,-1.963
2675,5,-0.5,0.2,-1.979
2675,5,-0.75,0,-1.816
2675,5,-0.75,0.3,-1.891
2675,5,-1,0,-1.652
2675,5,-1,0.4,-1.8
2675,5,-1.5,0,-1.307
2675,5,-1.5,0.4,-1.504
2675,5,-2,0,-0.985
2675,5,-2,0.4,-1.158
2675,5,-2.5,0.4,-0.83
2675,5.5,0,0,-2.201
2675,5.5,0.25,0,-2.28
2675,5.5,0.5,0,-2.326
2675,5.5,0.75,0,-2.34
2675,5.5,1,0,-2.326
2675,5.5,-0.25,0,-2.086
2675,5.5,-0.25,0.1,-2.081
2675,5.5,-0.5,0,-1.942
2675,5.5,-0.5,0.2,-1.974
2675,5.5,-0.75,0,-1.777
2675,5.5,-0.75,0.3,-1.868
2675,5.5,-1,0,-1.597
2675,5.5,-1.5,0,-1.234
2675,5.5,-1.5,0.4,-1.422
2675,5.5,-2,0,-0.901
2675,5.5,-2,0.4,-1.057
2675,5.5,-2.5,0,-0.606
2675,5.5,-2.5,0.4,-0.724
2700,3.5,0,0,-2.097
2700,3.5,0.25,0,-2.193
2700,3.5,0.5,0,-2.299
2700,3.5,0.75,0,-2.421
2700,3.5,1,0,-2.549
2700,3.5,-0.25,0,-2.006
2700,3.5,-0.25,0.1,-1.993
2700,3.5,-0.5,0,-1.916
2700,3.5,-0.5,0.2,-1.911
2700,3.5,-0.75,0,-1.824
2700,3.5,-0.75,0.3,-1.842
2700,3.5,-1,0,-1.723
2700,3.5,-1,0.4,-1.78
2700,3.5,-1.5,0,-1.486
2700,3.5,-1.5,0.4,-1.611
2700,3.5,-2,0,-1.236
2700,3.5,-2,0.4,-1.386
2700,3.5,-2.5,0,-1.006
2700,3.5,-2.5,0.4,-1.132
2700,3.5,-3,0,-0.798
2700,3.5,-3,0.4,-0.898
2700,3.5,-3.5,0,-0.617
2700,3.5,-3.5,0.4,-0.698
2700,3.5,-4,0,-0.483
2700,3.5,-4,0.4,-0.54
2700,4,0,0,-2.085
2700,4,0.25,0,-2.154
2700,4,0.5,0,-2.217
2700,4,0.75,0,-2.277
2700,4,1,0,-2.333
2700,4,-0.25,0,-2.009
2700,4,-0.25,0.1,-1.99
2700,4,-0.5,0,-1.923
