"teff","logg","feh","alphafe","bcg"
3200,5.5,-2.5,0,-0.565
3200,5.5,-2.5,0.4,-0.641
3200,5.5,-3,0.4,-0.476
3250,3.5,0,0,-1.448
3250,3.5,0.25,0,-1.643
3250,3.5,0.5,0,-1.831
3250,3.5,1,0,-2.149
3250,3.5,-0.25,0,-1.283
3250,3.5,-0.25,0.1,-1.346
3250,3.5,-0.5,0,-1.156
3250,3.5,-0.5,0.2,-1.254
3250,3.5,-0.75,0,-1.063
3250,3.5,-0.75,0.3,-1.173
3250,3.5,-1,0,-1
3250,3.5,-1,0.4,-1.102
3250,3.5,-1.5,0,-0.93
3250,3.5,-1.5,0.4,-0.947
3250,3.5,-2,0,-0.878
3250,3.5,-2,0.4,-0.875
3250,3.5,-2.5,0,-0.811
3250,3.5,-2.5,0.4,-0.825
3250,3.5,-3,0,-0.729
3250,3.5,-3,0.4,-0.762
3250,3.5,-3.5,0,-0.648
3250,3.5,-3.5,0.4,-0.685
3250,3.5,-4,0,-0.59
3250,3.5,-4,0.4,-0.617
3250,3.5,-4.5,0,-0.56
3250,3.5,-4.5,0.4,-0.57
3250,4,0,0,-1.312
3250,4,0.25,0,-1.454
3250,4,0.5,0,-1.626
3250,4,0.75,0,-1.815
3250,4,1,0,-1.98
3250,4,-0.25,0,-1.196
3250,4,-0.25,0.1,-1.239
3250,4,-0.5,0,-1.105
3250,4,-0.5,0.2,-1.172
3250,4,-0.75,0,-1.038
3250,4,-0.75,0.3,-1.112
3250,4,-1,0,-0.989
3250,4,-1,0.4,-1.059
3250,4,-1.5,0,-0.922
3250,4,-1.5,0.4,-0.941
3250,4,-2,0,-0.852
3250,4,-2,0.4,-0.868
3250,4,-2.5,0,-0.762
3250,4,-2.5,0.4,-0.796
3250,4,-3,0,-0.658
3250,4,-3,0.4,-0.706
3250,4,-3.5,0,-0.561
3250,4,-3.5,0.4,-0.607
3250,4,-4.5,0,-0.462
3250,4.5,0,0,-1.238
3250,4.5,0.25,0,-1.339
3250,4.5,0.5,0,-1.456
3250,4.5,0.75,0,-1.594
3250,4.5,1,0,-1.752
3250,4.5,-0.25,0,-1.153
3250,4.5,-0.25,0.1,-1.182
3250,4.5,-0.5,0,-1.084
3250,4.5,-0.5,0.2,-1.131
3250,4.5,-0.75,0,-1.03
3250,4.5,-0.75,0.3,-1.085
3250,4.5,-1,0,-0.986
3250,4.5,-1,0.4,-1.044
3250,4.5,-1.5,0,-0.908
3250,4.5,-1.5,0.4,-0.94
3250,4.5,-2,0,-0.817
3250,4.5,-2,0.4,-0.852
3250,4.5,-2.5,0,-0.703
3250,4.5,-2.5,0.4,-0.754
3250,4.5,-3,0,-0.579
3250,4.5,-3,0.4,-0.639
3250,4.5,-4,0,-0.402
3250,4.5,-4,0.4,-0.433
3250,5,0,0,-1.205
3250,5,0.25,0,-1.279
3250,5,0.5,0,-1.361
3250,5,0.75,0,-1.453
3250,5,1,0,-1.556
3250,5,-0.25,0,-1.139
3250,5,-0.25,0.1,-1.16
3250,5,-0.5,0,-1.081
3250,5,-0.5,0.2,-1.119
3250,5,-0.75,0,-1.029
3250,5,-0.75,0.3,-1.08
3250,5,-1,0,-0.982
3250,5,-1,0.4,-1.043
3250,5,-1.5,0,-0.886
3250,5,-1.5,0.4,-0.934
3250,5,-2,0,-0.771
3250,5,-2,0.4,-0.823
3250,5,-2.5,0,-0.635
3250,5,-2.5,0.4,-0.699
3250,5.5,0,0,-1.199
3250,5.5,0.25,0,-1.258
3250,5.5,0.5,0,-1.319
3250,5.5,0.75,0,-1.381
3250,5.5,1,0,-1.447
3250,5.5,-0.25,0,-1.141
3250,5.5,-0.25,0.1,-1.159
3250,5.5,-0.5,0,-1.084
3250,5.5,-0.5,0.2,-1.121
3250,5.5,-0.75,0,-1.029
3250,5.5,-0.75,0.3,-1.084
3250,5.5,-1,0,-0.974
3250,5.5,-1,0.4,-1.046
3250,5.5,-1.5,0,-0.855
3250,5.5,-1.5,0.4,-0.919
3250,5.5,-2,0,-0.716
3250,5.5,-2,0.4,-0.782
3250,5.5,-2.5,0,-0.561
3250,5.5,-2.5,0.4,-0.633
3300,3.5,0,0,-1.41
3300,3.5,0.25,0,-1.604
3300,3.5,0.5,0,-1.783
3300,3.5,-0.25,0,-1.24
3300,3.5,-0.25,0.1,-1.308
3300,3.5,-0.5,0,-1.111
3300,3.5,-0.75,0,-1.02
3300,3.5,-1,0,-0.959
3300,3.5,-1,0.4,-1.061
3300,3.5,-1.5,0,-0.895
3300,3.5,-1.5,0.4,-0.908
3300,3.5,-2,0,-0.85
3300,3.5,-2,0.4,-0.842
3300,3.5,-2.5,0,-0.789
3300,3.5,-2.5,0.4,-0.8
3300,3.5,-3,0,-0.715
3300,3.5,-3,0.4,-0.744
3300,3.5,-3.5,0,-0.643
3300,3.5,-3.5,0.4,-0.676
3300,3.5,-4,0,-0.592
3300,3.5,-4,0.4,-0.615
3300,3.5,-4.5,0,-0.565
3300,3.5,-5,0.4,-0.558
3300,4,0,0,-1.267
3300,4,0.25,0,-1.416
3300,4,0.5,0,-1.594
3300,4,0.75,0,-1.782
3300,4,-0.25,0,-1.148
3300,4,-0.25,0.1,-1.194
3300,4,-0.5,0,-1.057
3300,4,-0.5,0.2,-1.127
3300,4,-0.75,0,-0.991
3300,4,-0.75,0.3,-1.067
3300,4,-1,0,-0.947
3300,4,-1,0.4,-1.014
3300,4,-1.5,0,-0.887
3300,4,-1.5,0.4,-0.9
3300,4,-2,0,-0.826
3300,4,-2,0.4,-0.836
3300,4,-2.5,0,-0.745
3300,4,-2.5,0.4,-0.774
3300,4,-3,0,-0.65
3300,4,-3,0.4,-0.694
3300,4,-3.5,0,-0.562
3300,4,-3.5,0.4,-0.604
3300,4,-4,0.4,-0.531
3300,4,-4.5,0,-0.475
3300,4.5,0,0,-1.187
3300,4.5,0.25,0,-1.292
3300,4.5,0.5,0,-1.417
3300,4.5,0.75,0,-1.564
3300,4.5,1,0,-1.731
3300,4.5,-0.25,0,-1.101
3300,4.5,-0.25,0.1,-1.132
3300,4.5,-0.5,0,-1.033
3300,4.5,-0.5,0.2,-1.081
3300,4.5,-0.75,0,-0.982
3300,4.5,-0.75,0.3,-1.036
3300,4.5,-1,0,-0.943
3300,4.5,-1,0.4,-0.995
3300,4.5,-1.5,0,-0.875
3300,4.5,-1.5,0.4,-0.898
3300,4.5,-2,0,-0.794
3300,4.5,-2,0.4,-0.823
3300,4.5,-2.5,0,-0.69
3300,4.5,-2.5,0.4,-0.737
3300,4.5,-3,0,-0.576
3300,4.5,-3,0.4,-0.632
3300,4.5,-3.5,0,-0.478
3300,5,0,0,-1.148
3300,5,0.25,0,-1.225
3300,5,0.5,0,-1.313
3300,5,0.75,0,-1.412
3300,5,1,0,-1.524
3300,5,-0.25,0,-1.082
3300,5,-0.25,0.1,-1.105
3300,5,-0.5,0,-1.027
3300,5,-0.5,0.2,-1.064
3300,5,-0.75,0,-0.981
3300,5,-0.75,0.3,-1.027
3300,5,-1,0,-0.94
3300,5,-1,0.4,-0.992
3300,5,-1.5,0,-0.856
3300,5,-1.5,0.4,-0.894
3300,5,-2,0,-0.752
3300,5,-2,0.4,-0.798
3300,5,-2.5,0,-0.627
3300,5,-2.5,0.4,-0.686
3300,5,-3,0,-0.496
3300,5,-3,0.4,-0.559
3300,5.5,0,0,-1.137
3300,5.5,0.25,0,-1.198
3300,5.5,0.5,0,-1.262
3300,5.5,0.75,0,-1.329
3300,5.5,1,0,-1.402
3300,5.5,-0.25,0,-1.081
3300,5.5,-0.25,0.1,-1.1
3300,5.5,-0.5,0,-1.029
3300,5.5,-0.5,0.2,-1.064
3300,5.5,-0.75,0,-0.981
3300,5.5,-0.75,0.3,-1.029
3300,5.5,-1,0,-0.933
3300,5.5,-1,0.4,-0.994
3300,5.5,-1.5,0,-0.828
3300,5.5,-1.5,0.4,-0.882
3300,5.5,-2,0,-0.701
3300,5.5,-2,0.4,-0.761
3300,5.5,-2.5,0,-0.556
3300,5.5,-2.5,0.4,-0.624
3350,3.5,0,0,-1.371
3350,3.5,0.25,0,-1.56
3350,3.5,0.5,0,-1.73
3350,3.5,0.75,0,-1.89
3350,3.5,1,0,-2.05
3350,3.5,-0.25,0,-1.198
3350,3.5,-0.25,0.1,-1.27
3350,3.5,-0.5,0,-1.068
3350,3.5,-0.5,0.2,-1.176
3350,3.5,-0.75,0,-0.979
3350,3.5,-0.75,0.3,-1.093
3350,3.5,-1,0,-0.922
3350,3.5,-1,0.4,-1.021
3350,3.5,-1.5,0,-0.863
3350,3.5,-1.5,0.4,-0.873
3350,3.5,-2,0,-0.822
3350,3.5,-2,0.4,-0.813
3350,3.5,-2.5,0,-0.768
3350,3.5,-2.5,0.4,-0.776
3350,3.5,-3,0,-0.7
3350,3.5,-3,0.4,-0.726
3350,3.5,-3.5,0,-0.635
3350,3.5,-3.5,0.4,-0.665
3350,3.5,-4,0,-0.591
3350,3.5,-4,0.4,-0.611
3350,3.5,-4.5,0,-0.567
3350,3.5,-4.5,0.4,-0.576
3350,3.5,-5,0.4,-0.561
3350,4,0,0,-1.223
3350,4,0.25,0,-1.377
3350,4,0.5,0,-1.561
3350,4,0.75,0,-1.744
3350,4,-0.25,0,-1.102
3350,4,-0.25,0.1,-1.151
3350,4,-0.5,0,-1.012
3350,4,-0.5,0.2,-1.084
3350,4,-0.75,0,-0.949
3350,4,-0.75,0.3,-1.024
3350,4,-1,0,-0.907
3350,4,-1,0.4,-0.971
3350,4,-1.5,0,-0.854
3350,4,-1.5,0.4,-0.862
3350,4,-2,0,-0.8
3350,4,-2,0.4,-0.806
3350,4,-2.5,0,-0.726
3350,4,-2.5,0.4,-0.752
3350,4,-3,0,-0.64
3350,4,-3,0.4,-0.68
3350,4,-3.5,0,-0.562
3350,4,-3.5,0.4,-0.6
3350,4,-4,0.4,-0.534
3350,4,-4.5,0.4,-0.494
3350,4,-5,0.4,-0.479
3350,4.5,0,0,-1.139
3350,4.5,0.25,0,-1.248
3350,4.5,0.5,0,-1.379
3350,4.5,0.75,0,-1.534
3350,4.5,-0.25,0,-1.051
3350,4.5,-0.25,0.1,-1.085
3350,4.5,-0.5,0,-0.985
3350,4.5,-0.5,0.2,-1.035
3350,4.5,-0.75,0,-0.937
3350,4.5,-0.75,0.3,-0.989
3350,4.5,-1,0,-0.902
3350,4.5,-1,0.4,-0.949
3350,4.5,-1.5,0,-0.843
3350,4.5,-1.5,0.4,-0.86
3350,4.5,-2,0,-0.771
3350,4.5,-2,0.4,-0.794
3350,4.5,-2.5,0,-0.676
3350,4.5,-2.5,0.4,-0.718
3350,4.5,-3,0,-0.572
3350,4.5,-3,0.4,-0.623
3350,4.5,-3.5,0.4,-0.526
3350,5,0,0,-1.095
3350,5,0.25,0,-1.175
3350,5,0.5,0,-1.267
3350,5,0.75,0,-1.373
3350,5,1,0,-1.494
3350,5,-0.25,0,-1.029
3350,5,-0.25,0.1,-1.053
3350,5,-0.5,0,-0.977
3350,5,-0.5,0.2,-1.013
3350,5,-0.75,0,-0.935
3350,5,-0.75,0.3,-0.977
3350,5,-1,0,-0.9
3350,5,-1,0.4,-0.944
3350,5,-1.5,0,-0.826
3350,5,-1.5,0.4,-0.857
3350,5,-2,0,-0.732
3350,5,-2,0.4,-0.773
3350,5,-2.5,0,-0.617
3350,5,-2.5,0.4,-0.673
3350,5,-3,0,-0.497
3350,5,-3,0.4,-0.556
3350,5.5,0,0,-1.08
3350,5.5,0.25,0,-1.141
3350,5.5,0.5,0,-1.208
3350,5.5,0.75,0,-1.281
3350,5.5,1,0,-1.361
3350,5.5,-0.25,0,-1.025
3350,5.5,-0.25,0.1,-1.044
3350,5.5,-0.5,0,-0.978
3350,5.5,-0.5,0.2,-1.011
3350,5.5,-0.75,0,-0.936
3350,5.5,-0.75,0.3,-0.978
3350,5.5,-1,0,-0.894
3350,5.5,-1,0.4,-0.946
3350,5.5,-1.5,0,-0.801
3350,5.5,-1.5,0.4,-0.847
3350,5.5,-2,0,-0.685
3350,5.5,-2,0.4,-0.74
3350,5.5,-2.5,0,-0.55
3350,5.5,-2.5,0.4,-0.615
3400,3.5,0,0,-1.327
3400,3.5,0.25,0,-1.508
3400,3.5,0.5,0,-1.669
3400,3.5,0.75,0,-1.824
3400,3.5,1,0,-1.98
3400,3.5,-0.25,0,-1.156
3400,3.5,-0.25,0.1,-1.23
3400,3.5,-0.5,0,-1.028
3400,3.5,-0.5,0.2,-1.136
3400,3.5,-0.75,0,-0.942
3400,3.5,-0.75,0.3,-1.054
3400,3.5,-1,0,-0.887
3400,3.5,-1,0.4,-0.983
3400,3.5,-1.5,0,-0.832
3400,3.5,-1.5,0.4,-0.84
3400,3.5,-2,0,-0.796
3400,3.5,-2,0.4,-0.785
3400,3.5,-2.5,0,-0.747
3400,3.5,-2.5,0.4,-0.753
3400,3.5,-3,0,-0.685
3400,3.5,-3,0.4,-0.709
3400,3.5,-3.5,0,-0.627
3400,3.5,-3.5,0.4,-0.654
3400,3.5,-4,0,-0.588
3400,3.5,-4,0.4,-0.606
3400,3.5,-4.5,0,-0.568
3400,3.5,-4.5,0.4,-0.575
3400,3.5,-5,0.4,-0.563
3400,4,0,0,-1.178
3400,4,0.25,0,-1.337
3400,4,0.5,0,-1.522
3400,4,0.75,0,-1.698
3400,4,1,0,-1.85
3400,4,-0.25,0,-1.057
3400,4,-0.25,0.1,-1.108
3400,4,-0.5,0,-0.969
3400,4,-0.5,0.2,-1.042
3400,4,-0.75,0,-0.909
3400,4,-0.75,0.3,-0.983
3400,4,-1,0,-0.87
3400,4,-1,0.4,-0.931
3400,4,-1.5,0,-0.823
3400,4,-1.5,0.4,-0.826
3400,4,-2,0,-0.774
3400,4,-2,0.4,-0.777
3400,4,-2.5,0,-0.707
3400,4,-2.5,0.4,-0.73
3400,4,-3,0,-0.63
3400,4,-3,0.4,-0.666
3400,4,-3.5,0,-0.56
3400,4,-3.5,0.4,-0.594
3400,4,-4,0,-0.515
3400,4.5,0,0,-1.092
3400,4.5,0.25,0,-1.204
3400,4.5,0.5,0,-1.341
3400,4.5,0.75,0,-1.504
3400,4.5,1,0,-1.679
3400,4.5,-0.25,0,-1.005
3400,4.5,-0.25,0.1,-1.04
3400,4.5,-0.5,0,-0.94
3400,4.5,-0.5,0.2,-0.99
3400,4.5,-0.75,0,-0.895
3400,4.5,-0.75,0.3,-0.946
3400,4.5,-1,0,-0.864
3400,4.5,-1,0.4,-0.907
3400,4.5,-1.5,0,-0.813
3400,4.5,-1.5,0.4,-0.823
3400,4.5,-2,0,-0.747
3400,4.5,-2,0.4,-0.767
3400,4.5,-2.5,0,-0.662
3400,4.5,-2.5,0.4,-0.7
3400,4.5,-3,0,-0.567
3400,4.5,-3,0.4,-0.614
3400,4.5,-3.5,0,-0.487
3400,4.5,-3.5,0.4,-0.526
3400,5,0,0,-1.046
3400,5,0.25,0,-1.127
3400,5,0.5,0,-1.224
3400,5,0.75,0,-1.336
3400,5,1,0,-1.465
3400,5,-0.25,0,-0.98
3400,5,-0.25,0.1,-1.005
3400,5,-0.5,0,-0.93
3400,5,-0.5,0.2,-0.966
3400,5,-0.75,0,-0.893
3400,5,-0.75,0.3,-0.931
3400,5,-1,0,-0.861
3400,5,-1,0.4,-0.899
3400,5,-1.5,0,-0.797
3400,5,-1.5,0.4,-0.821
3400,5,-2,0,-0.713
3400,5,-2,0.4,-0.748
3400,5,-2.5,0,-0.607
3400,5,-2.5,0.4,-0.658
3400,5,-3,0,-0.497
3400,5,-3,0.4,-0.552
3400,5.5,0,0,-1.026
3400,5.5,0.25,0,-1.088
3400,5.5,0.5,0,-1.158
3400,5.5,0.75,0,-1.236
3400,5.5,1,0,-1.323
3400,5.5,-0.25,0,-0.974
3400,5.5,-0.25,0.1,-0.992
3400,5.5,-0.5,0,-0.93
3400,5.5,-0.5,0.2,-0.96
3400,5.5,-0.75,0,-0.893
3400,5.5,-0.75,0.3,-0.93
3400,5.5,-1,0,-0.857
3400,5.5,-1,0.4,-0.9
3400,5.5,-1.5,0,-0.775
3400,5.5,-1.5,0.4,-0.813
3400,5.5,-2,0,-0.669
3400,5.5,-2,0.4,-0.719
3400,5.5,-2.5,0,-0.544
3400,5.5,-2.5,0.4,-0.605
3400,5.5,-3.5,0.4,-0.375
3450,3.5,0,0,-1.28
3450,3.5,0.25,0,-1.448
3450,3.5,0.5,0,-1.598
3450,3.5,0.75,0,-1.745
3450,3.5,1,0,-1.894
3450,3.5,-0.25,0,-1.115
3450,3.5,-0.25,0.1,-1.188
3450,3.5,-0.5,0,-0.989
3450,3.5,-0.5,0.2,-1.097
3450,3.5,-0.75,0,-0.906
3450,3.5,-0.75,0.3,-1.016
3450,3.5,-1,0,-0.855
3450,3.5,-1,0.4,-0.947
3450,3.5,-1.5,0,-0.804
3450,3.5,-1.5,0.4,-0.81
3450,3.5,-2,0,-0.771
3450,3.5,-2,0.4,-0.76
3450,3.5,-2.5,0,-0.726
3450,3.5,-2.5,0.4,-0.731
3450,3.5,-3,0,-0.67
3450,3.5,-3,0.4,-0.691
3450,3.5,-3.5,0.4,-0.642
3450,3.5,-4,0,-0.583
3450,3.5,-4,0.4,-0.599
3450,3.5,-4.5,0,-0.566
3450,3.5,-4.5,0.4,-0.573
3450,4,0,0,-1.134
3450,4,0.25,0,-1.295
3450,4,0.5,0,-1.477
3450,4,0.75,0,-1.644
3450,4,1,0,-1.791
3450,4,-0.25,0,-1.013
3450,4,-0.25,0.1,-1.065
3450,4,-0.5,0,-0.928
3450,4,-0.5,0.2,-1
3450,4,-0.75,0,-0.871
3450,4,-0.75,0.3,-0.943
3450,4,-1,0,-0.835
3450,4,-1,0.4,-0.893
3450,4,-1.5,0,-0.793
3450,4,-1.5,0.4,-0.794
3450,4,-2,0,-0.75
3450,4,-2,0.4,-0.75
3450,4,-2.5,0,-0.689
3450,4,-2.5,0.4,-0.709
3450,4,-3,0,-0.618
3450,4,-3,0.4,-0.651
3450,4,-3.5,0,-0.557
3450,4,-3.5,0.4,-0.586
3450,4,-4,0.4,-0.536
3450,4,-4.5,0,-0.499
3450,4.5,0,0,-1.046
3450,4.5,0.25,0,-1.16
3450,4.5,0.5,0,-1.302
3450,4.5,0.75,0,-1.471
3450,4.5,1,0,-1.644
3450,4.5,-0.25,0,-0.96
3450,4.5,-0.25,0.1,-0.996
3450,4.5,-0.5,0,-0.898
3450,4.5,-0.5,0.2,-0.948
3450,4.5,-0.75,0,-0.856
3450,4.5,-0.75,0.3,-0.904
3450,4.5,-1,0,-0.828
3450,4.5,-1,0.4,-0.867
3450,4.5,-1.5,0,-0.783
3450,4.5,-1.5,0.4,-0.789
3450,4.5,-2,0,-0.724
3450,4.5,-2,0.4,-0.74
3450,4.5,-2.5,0,-0.646
3450,4.5,-2.5,0.4,-0.681
3450,4.5,-3,0,-0.561
3450,4.5,-3,0.4,-0.603
3450,4.5,-3.5,0,-0.49
3450,5,0,0,-0.998
3450,5,0.25,0,-1.081
3450,5,0.5,0,-1.181
3450,5,0.75,0,-1.299
3450,5,1,0,-1.436
3450,5,-0.25,0,-0.934
3450,5,-0.25,0.1,-0.959
3450,5,-0.5,0,-0.887
3450,5,-0.5,0.2,-0.921
3450,5,-0.75,0,-0.853
3450,5,-0.75,0.3,-0.887
3450,5,-1,0,-0.825
3450,5,-1,0.4,-0.857
3450,5,-1.5,0,-0.769
3450,5,-1.5,0.4,-0.787
3450,5,-2,0,-0.692
3450,5,-2,0.4,-0.724
3450,5,-2.5,0,-0.596
3450,5,-2.5,0.4,-0.643
3450,5,-3,0,-0.496
3450,5,-3,0.4,-0.546
3450,5.5,0,0,-0.976
3450,5.5,0.25,0,-1.038
3450,5.5,0.5,0,-1.111
3450,5.5,0.75,0,-1.194
3450,5.5,1,0,-1.286
3450,5.5,-0.25,0,-0.925
3450,5.5,-0.25,0.1,-0.944
3450,5.5,-0.5,0,-0.886
3450,5.5,-0.5,0.2,-0.913
3450,5.5,-0.75,0,-0.853
3450,5.5,-0.75,0.3,-0.885
3450,5.5,-1,0,-0.821
3450,5.5,-1,0.4,-0.857
3450,5.5,-1.5,0,-0.749
3450,5.5,-1.5,0.4,-0.781
3450,5.5,-2,0,-0.652
3450,5.5,-2,0.4,-0.697
3450,5.5,-2.5,0,-0.537
3450,5.5,-2.5,0.4,-0.594
3450,5.5,-3,0.4,-0.48
3500,3.5,0,0,-1.23
3500,3.5,0.25,0,-1.381
3500,3.5,0.5,0,-1.517
3500,3.5,0.75,0,-1.653
3500,3.5,1,0,-1.792
3500,3.5,-0.25,0,-1.076
3500,3.5,-0.25,0.1,-1.144
3500,3.5,-0.5,0,-0.954
3500,3.5,-0.5,0.2,-1.058
3500,3.5,-0.75,0,-0.874
3500,3.5,-0.75,0.3,-0.979
3500,3.5,-1,0,-0.825
3500,3.5,-1,0.4,-0.912
3500,3.5,-1.5,0,-0.777
3500,3.5,-1.5,0.4,-0.783
3500,3.5,-2,0,-0.748
3500,3.5,-2,0.4,-0.737
3500,3.5,-2.5,0,-0.706
3500,3.5,-2.5,0.4,-0.711
3500,3.5,-3,0,-0.655
3500,3.5,-3,0.4,-0.674
3500,3.5,-3.5,0.4,-0.629
3500,3.5,-4,0,-0.577
3500,3.5,-4.5,0.4,-0.568
3500,4,0,0,-1.09
3500,4,0.25,0,-1.25
3500,4,0.5,0,-1.425
3500,4,0.75,0,-1.58
3500,4,1,0,-1.72
3500,4,-0.25,0,-0.971
3500,4,-0.25,0.1,-1.023
3500,4,-0.5,0,-0.889
3500,4,-0.5,0.2,-0.96
3500,4,-0.75,0,-0.836
3500,4,-0.75,0.3,-0.904
3500,4,-1,0,-0.803
3500,4,-1,0.4,-0.857
3500,4,-1.5,0,-0.764
3500,4,-1.5,0.4,-0.764
3500,4,-2,0,-0.726
3500,4,-2,0.4,-0.725
3500,4,-2.5,0,-0.67
3500,4,-2.5,0.4,-0.688
3500,4,-3,0,-0.607
3500,4,-3,0.4,-0.636
3500,4,-3.5,0,-0.552
3500,4,-3.5,0.4,-0.578
3500,4,-4,0,-0.518
3500,4,-4,0.4,-0.534
3500,4,-4.5,0.4,-0.509
3500,4,-5,0.4,-0.499
3500,4.5,0,0,-1.002
3500,4.5,0.25,0,-1.115
3500,4.5,0.5,0,-1.262
3500,4.5,0.75,0,-1.433
3500,4.5,1,0,-1.601
3500,4.5,-0.25,0,-0.918
3500,4.5,-0.25,0.1,-0.953
3500,4.5,-0.5,0,-0.859
3500,4.5,-0.5,0.2,-0.907
3500,4.5,-0.75,0,-0.82
3500,4.5,-0.75,0.3,-0.865
3500,4.5,-1,0,-0.794
3500,4.5,-1,0.4,-0.829
3500,4.5,-1.5,0,-0.754
3500,4.5,-1.5,0.4,-0.757
3500,4.5,-2,0,-0.702
3500,4.5,-2,0.4,-0.715
3500,4.5,-2.5,0,-0.631
3500,4.5,-2.5,0.4,-0.662
3500,4.5,-3,0,-0.554
3500,4.5,-3,0.4,-0.592
3500,4.5,-3.5,0,-0.491
3500,4.5,-3.5,0.4,-0.522
3500,4.5,-4,0,-0.454
3500,4.5,-4,0.4,-0.471
3500,5,0,0,-0.953
3500,5,0.25,0,-1.035
3500,5,0.5,0,-1.138
3500,5,0.75,0,-1.262
3500,5,1,0,-1.407
3500,5,-0.25,0,-0.891
3500,5,-0.25,0.1,-0.915
3500,5,-0.5,0,-0.846
3500,5,-0.5,0.2,-0.879
3500,5,-0.75,0,-0.815
3500,5,-0.75,0.3,-0.847
3500,5,-1,0,-0.791
3500,5,-1,0.4,-0.818
3500,5,-1.5,0,-0.741
3500,5,-1.5,0.4,-0.755
3500,5,-2,0,-0.672
3500,5,-2,0.4,-0.7
3500,5,-2.5,0,-0.584
3500,5,-2.5,0.4,-0.627
3500,5,-3,0,-0.494
3500,5,-3,0.4,-0.54
3500,5.5,0,0,-0.929
3500,5.5,0.25,0,-0.99
3500,5.5,0.5,0,-1.065
3500,5.5,0.75,0,-1.152
3500,5.5,1,0,-1.251
3500,5.5,-0.25,0,-0.88
3500,5.5,-0.25,0.1,-0.898
3500,5.5,-0.5,0,-0.844
3500,5.5,-0.5,0.2,-0.869
3500,5.5,-0.75,0,-0.815
3500,5.5,-0.75,0.3,-0.842
3500,5.5,-1,0,-0.788
3500,5.5,-1,0.4,-0.817
3500,5.5,-1.5,0,-0.723
3500,5.5,-1.5,0.4,-0.75
3500,5.5,-2,0,-0.635
3500,5.5,-2,0.4,-0.676
3500,5.5,-2.5,0,-0.529
3500,5.5,-2.5,0.4,-0.583
3500,5.5,-3,0,-0.428
3500,5.5,-3,0.4,-0.478
3500,5.5,-3.5,0,-0.354
3550,3.5,0,0,-1.175
3550,3.5,0.25,0,-1.307
3550,3.5,0.5,0,-1.429
3550,3.5,0.75,0,-1.551
3550,3.5,1,0,-1.675
3550,3.5,-0.25,0,-1.037
3550,3.5,-0.25,0.1,-1.099
3550,3.5,-0.5,0,-0.921
3550,3.5,-0.5,0.2,-1.019
3550,3.5,-0.75,0,-0.844
3550,3.5,-0.75,0.3,-0.944
3550,3.5,-1,0,-0.797
3550,3.5,-1,0.4,-0.88
3550,3.5,-1.5,0,-0.752
3550,3.5,-1.5,0.4,-0.758
3550,3.5,-2,0,-0.725
3550,3.5,-2,0.4,-0.715
3550,3.5,-2.5,0,-0.687
3550,3.5,-2.5,0.4,-0.692
3550,3.5,-3,0,-0.64
3550,3.5,-3,0.4,-0.658
3550,3.5,-3.5,0.4,-0.616
3550,3.5,-4,0,-0.57
3550,4,0,0,-1.047
3550,4,0.25,0,-1.201
3550,4,0.5,0,-1.364
3550,4,0.75,0,-1.506
3550,4,1,0,-1.637
3550,4,-0.25,0,-0.931
3550,4,-0.25,0.1,-0.981
3550,4,-0.5,0,-0.853
3550,4,-0.5,0.2,-0.92
3550,4,-0.75,0,-0.803
3550,4,-0.75,0.3,-0.867
3550,4,-1,0,-0.772
3550,4,-1,0.4,-0.822
3550,4,-1.5,0,-0.737
3550,4,-1.5,0.4,-0.736
3550,4,-2,0,-0.703
3550,4,-2,0.4,-0.701
3550,4,-2.5,0,-0.652
3550,4,-2.5,0.4,-0.668
3550,4,-3,0,-0.594
3550,4,-3,0.4,-0.621
3550,4,-3.5,0.4,-0.569
3550,4,-4,0,-0.517
3550,4,-4,0.4,-0.53
3550,4,-4.5,0,-0.503
3550,4,-4.5,0.4,-0.509
3550,4.5,0,0,-0.958
3550,4.5,0.25,0,-1.07
3550,4.5,0.5,0,-1.218
3550,4.5,0.75,0,-1.388
3550,4.5,1,0,-1.547
3550,4.5,-0.25,0,-0.877
3550,4.5,-0.25,0.1,-0.912
3550,4.5,-0.5,0,-0.822
3550,4.5,-0.5,0.2,-0.868
3550,4.5,-0.75,0,-0.786
3550,4.5,-0.75,0.3,-0.828
3550,4.5,-1,0,-0.762
3550,4.5,-1,0.4,-0.794
3550,4.5,-1.5,0,-0.727
3550,4.5,-1.5,0.4,-0.728
3550,4.5,-2,0,-0.679
3550,4.5,-2,0.4,-0.69
3550,4.5,-2.5,0,-0.615
3550,4.5,-2.5,0.4,-0.643
3550,4.5,-3,0,-0.545
3550,4.5,-3,0.4,-0.58
3550,4.5,-3.5,0,-0.49
3550,4.5,-3.5,0.4,-0.517
3550,4.5,-4,0,-0.459
3550,4.5,-4,0.4,-0.474
3550,5,0,0,-0.909
3550,5,0.25,0,-0.991
3550,5,0.5,0,-1.095
3550,5,0.75,0,-1.224
3550,5,1,0,-1.375
3550,5,-0.25,0,-0.85
3550,5,-0.25,0.1,-0.874
3550,5,-0.5,0,-0.808
3550,5,-0.5,0.2,-0.839
3550,5,-0.75,0,-0.78
3550,5,-0.75,0.3,-0.808
3550,5,-1,0,-0.758
3550,5,-1,0.4,-0.781
3550,5,-1.5,0,-0.715
3550,5,-1.5,0.4,-0.725
