source_id,designation,ra,dec,l,b,ref_epoch,parallax,parallax_error,pm,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,ruwe,phot_variable_flag,non_single_star,teff_gspphot,logg_gspphot,distance_gspphot,mh_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,alphafe_gspspec,mh_gspphot_1,fem_gspspec,distance,distance_error,true_distance_modulus,true_distance_modulus_error,ag_starhorse_mean,ag_starhorse_mean_error_std,ag_starhorse_mean_error_cl95,distance_modulus_starhorse,distance_modulus_starhorse_error_std,distance_modulus_starhorse_error_cl95,abs_phot_g_mean_mag,abs_phot_g_mean_mag_error,bcg_mag,bcg_mag_error,mbol_mag,mbol_mag_error,bcg_aprx_flag,Viaux13_Nr,Viaux13_I,fit_delta
4421478924962331904,Gaia DR3 4421478924962331904,229.60067373686553,2.0477889746795697,3.786331269016201,46.804836823970746,2016.0,0.13155566558251272,0.016592074,10.63698,3.909973631703213,-9.892292042721232,12.213884,1.5381842,60.185074,1.2233205,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4112527,nan,19.603948887299843,nan,nan,nan,7.601344993939408,0.9741937149417872,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.345243324555149,0.12507374832603005,-0.14586163857633583,0.29095477815417237,-2.4911049631314848,0.37522819884011915,True,0.0,nan,0.007131805773907793
4421572967566548736,Gaia DR3 4421572967566548736,229.6198369641836,2.0938062506031905,3.8562246965762395,46.81884290228025,2016.0,0.12552124580066415,0.01251761,10.744398,4.092254168935365,-9.934563615520362,12.2782755,1.5195808,53.06919,1.1097827,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4150182,nan,19.653450277111677,0.65,nan,nan,7.96677880004525,0.8024678630225697,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.2808518245551497,0.12507374832603005,-0.1441259503704737,0.29095477815417237,-2.4249777749256234,0.37522819884011915,True,0.0,nan,0.0040283677931418505
4421478684440064896,Gaia DR3 4421478684440064896,229.52243742825738,2.033707538346518,3.698454005464472,46.85676783685051,2016.0,0.12209957834279571,0.012549913,10.441065,4.158851607941824,-9.577045021771685,12.340794,1.5130777,51.72362,1.1041684,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4158765,nan,19.568993840664064,0.22,nan,nan,8.19003647328323,0.8507950271685231,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.2183333245551484,0.12507374832603005,-0.14244074932533302,0.29095477815417237,-2.3607740738804814,0.37522819884011915,True,0.0,nan,0.011864365834889264
4421478860535939584,Gaia DR3 4421478860535939584,229.56791211486362,2.0360778596483624,3.742945786419601,46.82293411670703,2016.0,0.14397446148790857,0.016663652,10.473034,3.9408899024414135,-9.703289522096197,12.363116,1.4943247,51.46788,1.2032403,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4185792,nan,19.583722576232798,nan,nan,nan,6.94567626553674,0.8148099290900885,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.1960113245551494,0.12507374832603005,-0.1418390545033259,0.29095477815417237,-2.3378503790584753,0.37522819884011915,True,0.0,nan,-0.002102004009919765
4421572280371888640,Gaia DR3 4421572280371888640,229.68920965312296,2.075054576398546,3.8984516864549037,46.753102386848724,2016.0,0.08586978739255087,0.019079922,10.747334,3.9004284900073145,-10.014580700192235,12.296654,1.4693727,60.60219,1.2458687,NOT_AVAILABLE,0,4843.4907,2.247,3892.0571,0.0243,0.8196,0.6293,0.3303,31,1.4224466,nan,19.654370671941823,0.04,0.0243,nan,11.645539489093332,2.721979100857814,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.262473324555149,0.12507374832603005,-0.07353989312145993,8.637696435176423e-05,-2.336013217676609,0.12507377815234924,False,0.0,nan,-0.02555150543405067
4421572903138699264,Gaia DR3 4421572903138699264,229.63542782085355,2.0775221999856126,3.8519993315933982,46.79649208094445,2016.0,0.14755628448410962,0.020304238,10.725683,3.844075844678998,-10.013159592254633,12.260784,1.4761057,nan,1.4554763,NOT_AVAILABLE,0,5100.727,2.3405,2909.3257,-0.7319,1.1468,0.8922,0.4814,31,1.4303684,nan,19.642050199480074,nan,-0.7319,nan,6.777074954795912,0.9505464613930199,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.29834332455515,0.12507374832603005,-0.023385932021899987,0.001671814657298737,-2.3217292565770498,0.12508492109191843,False,0.0,nan,-0.016026762225016623
4421478929255508864,Gaia DR3 4421478929255508864,229.59517407156582,2.052684273659879,3.786847306361293,46.81218847757524,2016.0,0.12239329955731391,0.016098903,10.654138,3.928925656353286,-9.903241260976385,12.401065,1.4895325,54.21661,1.1809566,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4191049,nan,19.607153068523395,0.04,nan,nan,8.17038190503005,1.093605260534296,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.15806232455515,0.12507374832603005,-0.1408161301775337,0.29095477815417237,-2.2988784547326837,0.37522819884011915,True,0.0,nan,0.0031633432817993134
4421573379883543040,Gaia DR3 4421573379883543040,229.6383459035495,2.1084131607578787,3.889805733928116,46.81361204280099,2016.0,0.1691846004496125,0.014876414,10.65132,4.354849249330263,-9.720386811715986,12.413241,1.465333,nan,1.1732675,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4194183,nan,19.672560593859775,nan,nan,nan,5.910703440753318,0.5237782707889156,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.14588632455515,0.12507374832603005,-0.1404879231999887,0.29095477815417237,-2.2863742477551385,0.37522819884011915,True,0.0,nan,-0.018915297208046595
4421477756731820672,Gaia DR3 4421477756731820672,229.6132458274561,1.9978500729742126,3.7411560162261477,46.76366809009892,2016.0,0.12195496605480798,0.016340828,10.673242,4.13049603436363,-9.841600405431622,12.430214,1.4835405,56.504887,1.282783,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4203646,nan,19.55935288656917,0.14,nan,nan,8.199748090213795,1.1187757067710566,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.1289133245551497,0.12507374832603005,-0.14003041194589327,0.29095477815417237,-2.268943736501043,0.37522819884011915,True,0.0,nan,0.00273056743819314
4421477722367392896,Gaia DR3 4421477722367392896,229.59774218089976,1.9992016006030102,3.7284603705982753,46.776563206072765,2016.0,0.1448550991760811,0.016610216,10.572074,4.058955363620148,-9.76184564230006,12.465128,1.4763708,47.748943,1.1897076,NOT_AVAILABLE,0,4515.7197,1.8831,3300.8967,-0.5772,0.5226,0.3973,0.2103,31,1.4220262,nan,19.556414238208916,0.11,-0.5772,nan,6.903450452817217,0.8021507412224492,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.093999324555149,0.12507374832603005,-0.17182096187016405,0.0010086783887778838,-2.2658202864253134,0.12507781558859704,False,0.0,nan,-0.004014848273062214
4421477344410272896,Gaia DR3 4421477344410272896,229.59689057705816,1.987832157209419,3.714775279607366,46.770071638596534,2016.0,0.15757619451288113,0.019963466,10.58263,3.962337261341526,-9.812845720213701,12.574093,1.4498911,54.664692,1.1989353,NOT_AVAILABLE,0,4326.6406,1.2125,6134.078,-1.0847,0.2326,0.1759,0.0933,31,1.4255646,nan,19.545245743607843,nan,-1.0847,nan,6.34613624914171,0.8171126866075202,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-1.9850343245551496,0.12507374832603005,-0.2565101587565002,0.00039463351923013645,-2.2415444833116496,0.12507437089962758,False,0.0,nan,-0.024700742240388332
4421571833690716544,Gaia DR3 4421571833690716544,229.6986450144349,2.0535042382492152,3.882601333794238,46.73223740625196,2016.0,0.08672608586297155,0.014803137,10.778437,4.336493533907989,-9.867599057809684,12.474942,1.4792204,55.769146,1.1669145,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4207933,nan,19.636216443667372,0.43,nan,nan,11.530556118720892,2.02719352884783,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.0841853245551487,0.12507374832603005,-0.13882475806188976,0.29095477815417237,-2.2230100826170385,0.37522819884011915,True,0.0,nan,0.007895478176732047
4421479135413870720,Gaia DR3 4421479135413870720,229.54345372283206,2.0588884359244495,3.746399794083636,46.856283620749565,2016.0,0.12868265662075604,0.013559149,10.671874,3.851900409032088,-9.952475271728634,12.482468,1.4800739,54.5671,1.1488662,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4217737,nan,19.598966026329258,nan,nan,nan,7.771054983323244,0.828020641278529,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.0766593245551483,0.12507374832603005,-0.13862189294091376,0.29095477815417237,-2.215281217496062,0.37522819884011915,True,0.0,nan,0.01046729002350105
4421572142932863104,Gaia DR3 4421572142932863104,229.63927299781864,2.068468887405127,3.8452320906436257,46.78781669978894,2016.0,0.13014679214595057,0.017013852,10.370355,3.8649384254739028,-9.62322714637955,12.433429,1.4786396,nan,1.243456,NOT_AVAILABLE,0,4933.97,1.7325,8760.371,-0.1543,0.938,0.722,0.3812,31,1.4238831,nan,19.63439316270776,nan,-0.1543,nan,7.683631563339414,1.0219317601674616,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-2.125698324555149,0.12507374832603005,-0.04974707788499994,0.0009601883581403792,-2.1754454024401486,0.12507743394396215,False,0.0,nan,0.017162469891647252
4421478929255409664,Gaia DR3 4421478929255409664,229.6081069663363,2.0529897561421206,3.7990614907829405,46.80232704155356,2016.0,0.13764206089254752,0.018339653,10.584291,3.918899487073078,-9.832062101634506,12.583875,1.4400444,nan,1.2045182,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.4282866,nan,19.610983963975624,nan,nan,nan,7.265221063354072,0.985526296918723,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,-1.9752523245551483,0.12507374832603005,-0.13588844312390602,0.29095477815417237,-2.1111407676790543,0.37522819884011915,True,0.0,nan,-0.00812500552774102
