source_id,solution_id,teff1,teff2,logg1,logg2,azero,mh,distancepc,log_pos,log_lik
4421572898847093632,8013174454512009251,4615.595,3530.2449,4.4113574,4.4630446,0.2850292,0.4808771,255.506,-30184.822,-30188.28
4421572898847093632,8013174454512009251,4615.2075,3503.101,4.388642,4.4678197,0.28512636,0.4803614,255.94807,-30414.773,-30418.201
4421572898847093632,8013174454512009251,4614.088,3381.8254,4.205315,4.478439,0.26595092,0.48333076,275.9714,-29618.934,-29621.455
4421572898847093632,8013174454512009251,4620.823,3449.0686,4.3461776,4.4562955,0.2952798,0.485354,262.66104,-29568.926,-29572.324
4421572898847093632,8013174454512009251,4618.348,3478.7756,4.3501596,4.456208,0.29721808,0.4848332,262.72623,-29585.254,-29588.639
4421572898847093632,8013174454512009251,4621.711,3434.6838,4.293066,4.461641,0.2789598,0.49302217,275.39267,-28273.182,-28276.533
4421572898847093632,8013174454512009251,4610.0493,3314.4866,4.250251,4.4904594,0.22298288,0.4805779,268.7919,-30301.096,-30304.406
4421572898847093632,8013174454512009251,4619.654,3463.0576,4.360185,4.464299,0.2832456,0.48360732,260.9305,-29669.848,-29673.277
4421572898847093632,8013174454512009251,4615.608,3540.1895,4.3403707,4.4574704,0.32998267,0.48863962,267.09677,-29225.557,-29229.986
4421572898847093632,8013174454512009251,4616.348,3483.8613,4.390388,4.4676065,0.27099928,0.48214844,257.21326,-29976.514,-29979.973
4421572898847093632,8013174454512009251,4616.9053,3446.4075,4.370049,4.4680195,0.26691696,0.48508045,260.65878,-29614.7,-29618.135
4421572898847093632,8013174454512009251,4616.799,3490.9546,4.378573,4.4994526,0.22304116,0.4835146,261.82376,-29355.809,-29359.309
4421572898847093632,8013174454512009251,4616.1606,3498.26,4.390244,4.468923,0.28233394,0.48148835,256.84174,-30076.12,-30079.566
4421572898847093632,8013174454512009251,4614.63,3512.5332,4.3840404,4.4655285,0.29633734,0.482213,258.0198,-29997.207,-30000.615
4421572898847093632,8013174454512009251,4609.1333,3309.4084,4.258058,4.4969645,0.21032688,0.48177847,265.77115,-30492.283,-30495.607
4421572898847093632,8013174454512009251,4611.9834,3517.2898,4.385966,4.4775057,0.26539204,0.48355493,260.63605,-29685.3,-29688.71
