source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
4421572898847093632,17371288223507519,G,1710.9920761301544,11.46490444893994,488635.44532767386,404.48078771968346,1208.056,false,false,4097,375316653866487564
4421572898847093632,17375380502795536,G,1711.0661046019418,11.46670294913302,487826.7005567768,441.71539025066454,1104.3915,false,false,4101,375316653866487564
4421572898847093632,23452838255961489,G,1820.9728540348679,11.608316311562419,428173.9310772914,740.614980816636,578.13293,false,false,4097,375316653866487564
4421572898847093632,23462579100865927,G,1821.1490294632233,11.60608390039032,429055.2166251949,917.5530311461276,467.6081,false,false,4101,375316653866487564
4421572898847093632,24499572159681726,G,1839.9040267243022,11.560319877565943,447526.5400935742,294.3801543005911,1520.2334,false,false,4097,375316653866487564
4421572898847093632,26216889127310967,G,1870.9637516538842,11.461577304251705,490135.1230278578,317.65123724926025,1542.9977,false,false,1,375316653866487564
4421572898847093632,26226629938934927,G,1871.1399212018305,11.461865622751384,490004.9843614218,283.32976058683255,1729.4512,false,false,1,375316653866487564
4421572898847093632,34192811406803871,G,2015.2061617708205,11.432246477254074,503556.4415941373,253.76696174446113,1984.3263,false,false,4194305,375316653866487564
4421572898847093632,34196903694874072,G,2015.2801812513637,11.434044861081079,502723.0548330889,1424.7096458884348,352.86002,false,false,4097,375316653866487564
4421572898847093632,35464525305226173,G,2038.2024846062286,11.567802867234187,444452.7522899606,290.180865147305,1531.6405,false,false,4097,375316653866487564
4421572898847093632,35468617599476089,G,2038.2764939321025,11.569098205731912,443922.81374246534,229.7091042786193,1932.5435,false,false,1,375316653866487564
4421572898847093632,37150372567064734,G,2068.6873851611513,11.627212991017462,420786.260120278,447.96703078886105,939.32416,false,false,4097,375316653866487564
4421572898847093632,37154464877679510,G,2068.761405941633,11.62422192149866,421947.0726541626,344.778750688412,1223.8198,false,false,4121,375316653866487564
4421572898847093632,44163818810946412,G,2195.5210840530713,11.492323503150043,476450.0156641733,402.913272971742,1182.5126,false,false,4097,375316653866487564
4421572898847093632,44173559589793947,G,2195.697282929299,11.493209664312698,476061.30315409525,464.17817221760805,1025.6003,false,false,36869,375316653866487564
4421572898847093632,45500455670277721,G,2219.6955666644635,11.510965908703081,468339.06367106055,310.71389969160595,1507.3,false,false,5771969,375316653866487564
4421572898847093632,45504547957032049,G,2219.769629917682,11.509082523946809,469152.17843320826,436.9522588513692,1073.692,false,false,4198401,375316653866487564
4421572898847093632,46979071536284700,G,2246.4381475446803,11.410268381600584,513853.5889841904,171.5106995242892,2996.044,false,false,4194305,375316653866487564
