source_id,solution_id,teff1,teff2,logg1,logg2,azero,mh,distancepc,log_pos,log_lik
4421573379883544704,8013174454512009251,5165.4146,3774.0403,4.6445255,4.517254,0.20175812,0.47580257,197.70749,-82943.92,-82953.61
4421573379883544704,8013174454512009251,5085.6646,3811.3433,4.5862923,4.510032,0.21416515,0.4486792,183.10304,-83196.27,-83206.2
4421573379883544704,8013174454512009251,5138.3257,3781.3218,4.61096,4.518203,0.19208957,0.47303954,193.88385,-83226.75,-83236.47
4421573379883544704,8013174454512009251,5225.728,3794.9683,4.7857857,4.499641,6.8438053E-4,0.44259274,193.03177,-85332.64,-85342.11
4421573379883544704,8013174454512009251,5040.4507,3838.9675,4.597194,4.4791007,0.10570423,0.42742202,179.40744,-83515.54,-83525.805
4421573379883544704,8013174454512009251,5169.381,3789.5886,4.633764,4.4650664,0.057439286,0.44783786,203.46527,-81900.65,-81910.82
4421573379883544704,8013174454512009251,5151.496,3794.141,4.6349506,4.5187373,0.18881601,0.47546846,195.84482,-83365.87,-83375.56
4421573379883544704,8013174454512009251,5161.398,3796.1016,4.6530313,4.4606104,0.06263442,0.44512385,198.68184,-82446.67,-82456.85
4421573379883544704,8013174454512009251,5170.5527,3780.1782,4.6297894,4.468356,0.013804913,0.4485875,204.15785,-81830.555,-81840.76
4421573379883544704,8013174454512009251,5194.691,3787.8247,4.6382437,4.4564924,0.06034914,0.4521527,209.03891,-81282.914,-81293.055
4421573379883544704,8013174454512009251,5140.611,3785.0935,4.657854,4.4836106,0.040569518,0.44152257,193.03008,-82741.97,-82752.195
4421573379883544704,8013174454512009251,5146.821,3796.3142,4.62853,4.5180836,0.1901369,0.4729311,194.50526,-83483.17,-83492.89
4421573379883544704,8013174454512009251,5144.53,3811.4226,4.6653,4.5052776,0.02415134,0.4478354,191.10768,-85390.805,-85400.96
4421573379883544704,8013174454512009251,5040.5337,3784.2332,4.6023026,4.512883,0.04825385,0.44825438,178.07149,-84555.68,-84565.76
