source_id,solution_id,ra,dec,wavelength,flux,flux_error
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,336.0,4.924538E-16,3.9943617E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,338.0,3.3718108E-16,3.022444E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,340.0,3.1349656E-16,2.5249054E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,342.0,2.803603E-16,2.2139257E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,344.0,2.2204606E-16,2.1032978E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,346.0,2.0210471E-16,2.0813337E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,348.0,2.3783158E-16,2.1856395E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,350.0,2.6458586E-16,2.3182844E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,352.0,2.5555868E-16,2.5268078E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,354.0,2.5730222E-16,2.6286296E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,356.0,2.7363193E-16,2.4700553E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,358.0,2.5122013E-16,2.1229674E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,360.0,2.0563285E-16,1.9135714E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,362.0,1.8594168E-16,1.7744284E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,364.0,2.1032348E-16,1.7483066E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,366.0,2.326328E-16,1.6962463E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,368.0,2.0659566E-16,1.733724E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,370.0,1.5661382E-16,1.6941884E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,372.0,1.4455042E-16,1.681875E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,374.0,1.7289382E-16,1.6856382E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,376.0,1.856395E-16,1.6604356E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,378.0,1.5931297E-16,1.6690099E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,380.0,1.3409715E-16,1.6027387E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,382.0,1.4929827E-16,1.5699112E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,384.0,1.7861429E-16,1.357786E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,386.0,1.7116356E-16,1.2406169E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,388.0,1.2687811E-16,1.08599775E-16
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,390.0,8.645702E-17,8.243664E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,392.0,7.422563E-17,7.9500415E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,394.0,8.0479505E-17,6.6141415E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,396.0,8.708869E-17,5.1568E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,398.0,8.8720845E-17,5.5651315E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,400.0,9.2032333E-17,4.7101596E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,402.0,1.0329846E-16,3.7901078E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,404.0,1.1856072E-16,4.3268786E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,406.0,1.2904343E-16,3.8439192E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,408.0,1.296149E-16,3.071181E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,410.0,1.2348645E-16,3.54149E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,412.0,1.187098E-16,3.391411E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,414.0,1.2106737E-16,2.6939843E-17
4421572142932870272,4545469030156206081,229.642799002493,2.0732596812165656,416.0,1.2835187E-16,2.9489333E-17
