source_id,designation,ra,dec,l,b,ref_epoch,parallax,parallax_error,pm,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,ruwe,phot_variable_flag,non_single_star,teff_gspphot,logg_gspphot,distance_gspphot,mh_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,alphafe_gspspec,mh_gspphot_1,fem_gspspec,distance,distance_error,true_distance_modulus,true_distance_modulus_error,ag_starhorse_mean,ag_starhorse_mean_error_std,ag_starhorse_mean_error_cl95,distance_modulus_starhorse,distance_modulus_starhorse_error_std,distance_modulus_starhorse_error_cl95,abs_phot_g_mean_mag,abs_phot_g_mean_mag_error,bcg_mag,bcg_mag_error,mbol_mag,mbol_mag_error,bcg_aprx_flag
4421477864101526784,Gaia DR3 4421477864101526784,229.6312836209119,2.015885071435831,3.7781744308259655,46.760991091389485,2016.0,0.42301273903620207,0.17288654,10.970841,4.116569280359671,-10.169228707448482,18.279934,0.6935673,nan,0.8868072,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.6220081,nan,19.581630412659155,nan,nan,nan,2.3639949999577166,1.159922944381976,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.7208066754448517,0.12507374832603005,0.017650182722593222,0.29095477815417237,3.738456858167445,0.37522819884011915,True
4421479032332943360,Gaia DR3 4421479032332943360,229.55252690824236,2.044884697383428,3.7388188741186767,46.84042678060952,2016.0,0.28427953276576695,0.3643236,10.305151,3.741378650544303,-9.601990391247554,19.531004,0.767704,nan,0.99306196,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.5328572,nan,19.587981949988567,nan,nan,nan,3.5176644279345752,-7.017446569439178,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.97187667544485,0.12507374832603005,0.05137307229199184,0.29095477815417237,5.023249747736842,0.37522819884011915,True
4421526311333066368,Gaia DR3 4421526311333066368,229.51415521254776,2.0790195681571624,3.7423596760925197,46.891708450698076,2016.0,0.21772848736271713,0.31507203,10.805045,3.925090175146015,-10.06690938941962,19.420757,0.68478394,nan,1.0147443,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.5951245,nan,19.610301684778577,nan,nan,nan,4.592876256629134,-6.074885066018368,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.861629675444849,0.12507374832603005,0.048401338171312425,0.29095477815417237,4.910031013616162,0.37522819884011915,True
4421575166585844736,Gaia DR3 4421575166585844736,229.71907899691385,2.1618415756058265,4.024492113191018,46.7842461143975,2016.0,0.3384884636472164,0.2568586,10.82333,4.252486629605974,-9.952930392491764,19.040611,0.76127815,nan,0.950307,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.5910476,nan,19.74601103974467,nan,nan,nan,2.9543104341725286,5.2853630484444185,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.481483675444849,0.12507374832603005,0.03815441227727945,0.29095477815417237,4.519638087722129,0.37522819884011915,True
4421620040403563520,Gaia DR3 4421620040403563520,229.572674187042,2.0936016056302074,3.8127216698429733,46.85539127468787,2016.0,0.12493789504743985,0.20958899,11.070872,4.190656633638383,-10.247077969046927,18.7677,0.59872437,nan,1.0186838,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.605754,nan,19.64035056246671,nan,nan,nan,8.003976692742363,-7.4012463203573695,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.208572675444852,0.12507374832603005,0.030798031327153197,0.29095477815417237,4.2393707067720054,0.37522819884011915,True
4421620040403567104,Gaia DR3 4421620040403567104,229.5675582265298,2.0973356146593285,3.8122730576621677,46.86171478477711,2016.0,0.30703460945046135,0.155027,10.387911,3.826053297368568,-9.657639475545572,18.094135,0.5861664,nan,1.1384921,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.6028686,nan,19.642541438143038,nan,nan,nan,3.2569618187012415,2.2072022350379217,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.5350076754448523,0.12507374832603005,0.012641926462667818,0.29095477815417237,3.54764960190752,0.37522819884011915,True
4421620040403567232,Gaia DR3 4421620040403567232,229.56594275076765,2.0939862155392843,3.80697871305958,46.860866469259626,2016.0,0.25921067859518954,0.12256439,10.414696,4.089346916165255,-9.578263319754837,17.799273,0.77248764,nan,1.0765628,NOT_AVAILABLE,0,5726.5063,4.6526,2499.548,-1.957,0.0096,0.0081,0.0045,31,1.5717971,nan,19.638877930200284,nan,-1.957,nan,3.8578657539094077,2.349410491339073,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.2401456754448503,0.12507374832603005,0.020706966645787993,0.003046145644472309,3.2608526420906383,0.1251108369551193,False
4421620040403621632,Gaia DR3 4421620040403621632,229.57301160136265,2.102017210258035,3.822606971206249,46.8604155138546,2016.0,0.11715569214763141,0.040743906,10.470625,4.128396166416094,-9.622386704110045,15.560158,1.0635872,nan,1.093397,NOT_AVAILABLE,0,5404.131,3.5705,2803.8845,-0.7607,0.4185,0.3423,0.1859,31,1.5078628,nan,19.648536711347138,nan,-0.7607,nan,8.535650139302406,3.3769239865093885,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,1.0010306754448504,0.12507374832603005,0.0007878749900000672,0.002578397790713033,1.0018185504348505,0.12510032236365443,False
4421620040403621760,Gaia DR3 4421620040403621760,229.5801477258916,2.098640045199559,3.825314657797984,46.8527452638601,2016.0,-0.0702722425841022,0.17234293,10.870464,4.237673601460328,-10.010450342054547,18.307564,nan,nan,1.0150439,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,95,nan,1.5068545,19.64724177975321,nan,nan,nan,-14.230369819252525,-6.959442890417142,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.74843667544485,0.12507374832603005,0.018394955947754532,0.29095477815417237,3.7668316313926047,0.37522819884011915,True
4421620040403622400,Gaia DR3 4421620040403622400,229.57498778907933,2.098941771209346,3.8209215798536906,46.85694705485302,2016.0,-0.03587899677838903,0.20203705,10.551185,3.9345205822299754,-9.790150862783324,18.645205,0.55407715,nan,1.0178024,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.6296942,nan,19.64611976954019,nan,nan,nan,-27.87145934365504,-5.11076472357122,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.086077675444852,0.12507374832603005,0.027496149451796015,0.29095477815417237,4.113573824896648,0.37522819884011915,True
4421620040408085376,Gaia DR3 4421620040408085376,229.57951441998947,2.0980503131289563,3.8240623731893963,46.85286729328525,2016.0,0.08212787297178309,0.07545264,10.62737,3.8005654913435065,-9.92455009934061,16.921852,0.9500427,nan,1.1298172,NOT_AVAILABLE,0,5192.8975,4.7109,1235.459,-1.4022,0.0209,0.0171,0.0093,31,1.5317097,nan,19.646501273967807,nan,-1.4022,nan,12.176134165115574,71.73077157260495,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,2.362724675444852,0.12507374832603005,-0.008535651507349981,0.0018747523666550192,2.354189023937502,0.1250877980330591,False
4421620040409012992,Gaia DR3 4421620040409012992,229.5797035341625,2.0991954399593813,3.8255388915504285,46.85343951860912,2016.0,0.12466614626629316,0.097440876,10.4633465,4.0682496787064855,-9.640071218438036,17.382397,0.9390888,nan,1.004046,NOT_AVAILABLE,0,5284.3286,4.7767,1466.0126,-2.0961,0.006,0.0049,0.0027,31,1.539291,nan,19.64765437837616,nan,-2.0961,nan,8.021423858438277,16.114123591650834,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,2.823269675444852,0.12507374832603005,0.0019049057223879864,0.000849065000991106,2.8251745811672397,0.12507663023802254,False
4421620044700654080,Gaia DR3 4421620044700654080,229.5732642896432,2.093058862836133,3.8126459404941,46.854591497042264,2016.0,-0.00837013699561321,0.17639928,10.243232,3.927884229829079,-9.460207351444623,18.520271,0.6509838,nan,0.949095,NOT_AVAILABLE,0,6102.9673,4.6813,4345.3887,-1.4278,0.0022,0.0019,0.001,31,1.5980868,nan,19.63999008447779,nan,-1.4278,nan,-119.47235756405183,-5.681749825879386,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.961143675444852,0.12507374832603005,0.016221606849813018,0.00491752096863482,3.977365282294665,0.12517038201108147,False
4421620044700681856,Gaia DR3 4421620044700681856,229.57756344990102,2.09820939408781,3.8224525897050374,46.85448425595484,2016.0,0.10082920432584476,0.055172935,10.644982,4.0842556737366005,-9.830285363825794,16.44913,0.9893522,nan,0.9911387,NOT_AVAILABLE,0,5058.6855,4.293,1700.5817,-1.5677,0.0252,0.0204,0.0111,31,1.5242618,nan,19.64612033229454,nan,-1.5677,nan,9.917761492675767,7.746314261110764,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,1.8900026754448511,0.12507374832603005,-0.03147291027000005,0.0021205397992632713,1.8585297651748511,0.12509172318488287,False
4421620044700694400,Gaia DR3 4421620044700694400,229.57660067801277,2.0986444437619975,3.8220638400845095,46.855506156842125,2016.0,0.10854213921029025,0.11147019,10.560321,4.312671668016665,-9.639566720474013,17.710924,0.818079,nan,0.91195947,NOT_AVAILABLE,0,5578.2393,4.6973,2355.644,-1.0033,0.0028,0.0024,0.0013,31,1.562518,nan,19.64627524976833,nan,-1.0033,nan,9.213011713935298,-173.03466515935014,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,3.1517966754448494,0.12507374832603005,0.018553786017772016,0.0017482917861100788,3.1703504614626214,0.12508596661693303,False
4421620044700708352,Gaia DR3 4421620044700708352,229.57620554821924,2.0996934796681734,3.8228947734807344,46.85647234494747,2016.0,-0.21587936790517892,0.30023456,10.602033,3.9797226773588057,-9.826744077888575,19.013638,0.6950264,nan,1.056912,NOT_AVAILABLE,0,nan,nan,nan,nan,nan,nan,nan,31,1.5874002,nan,19.647176031911524,nan,nan,nan,-4.632216638874132,-6.8960957760767325,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.454510675444851,0.12507374832603005,0.03742734864346531,0.29095477815417237,4.491938024088316,0.37522819884011915,True
4421620044700760064,Gaia DR3 4421620044700760064,229.5624471108139,2.0961590084900816,3.806240949595311,46.864949327829116,2016.0,-0.3621877574746832,0.242723,10.483007,4.013780067890998,-9.684163177029612,18.792933,0.58626175,nan,1.0507312,NOT_AVAILABLE,0,6110.088,4.7043,4522.0605,-4.0556,0.0009,0.0008,0.0004,31,1.6057276,nan,19.64001068426291,nan,-4.0556,nan,-2.760998900052274,3.3587665361406924,14.395479397500363,0.03729447406650799,0.1636479270547858,0.11938410582831228,0.23398854775001043,14.55912732455515,0.12507374832603005,0.23694201458174602,4.233805675444852,0.12507374832603005,0.01614751426808008,0.004943478729464629,4.249953189712932,0.12517140449108885,False
