solution_id,source_id,teff,azero,logg,mh,ag,mg,distancepc,abp,arp,ebpminrp,log_pos,log_lik,radius
8013174454444875809,4421573384179219840,4018.6965,0.78299224,0.7303755,-0.009539592,0.54914755,-5.0122676,12855.992,0.74011177,0.44784304,0.29226872,-887.40485,-494.62363,226.21059
8013174454444875809,4421573384179219840,4082.141,0.92674965,0.8160212,-0.0093364045,0.65309453,-4.9131846,11798.258,0.8768848,0.5314836,0.34540123,-889.9816,-500.4502,205.09012
8013174454444875809,4421573384179219840,4188.7607,1.1661513,0.9271687,-0.009966111,0.8270759,-4.8200297,10522.63,1.1055024,0.6709316,0.4345708,-893.9411,-501.2365,180.32674
8013174454444875809,4421573384179219840,4008.935,0.7792743,0.72494984,-0.008961912,0.545874,-5.0081377,12846.806,0.73635125,0.44544625,0.290905,-885.03156,-492.44443,227.60724
8013174454444875809,4421573384179219840,4264.19,1.3139384,0.93670434,-0.0105283,0.9353088,-4.820376,10497.646,1.2473037,0.75714535,0.49015838,-908.0193,-495.7011,178.45912
8013174454444875809,4421573384179219840,4053.5232,0.87887305,0.7792156,-0.009924497,0.6177762,-4.955644,12188.958,0.83106655,0.5033445,0.32772207,-886.4193,-496.02515,213.88539
8013174454444875809,4421573384179219840,4037.9983,0.8487962,0.76094127,-0.00941547,0.5958341,-4.972283,12393.691,0.8023749,0.4857681,0.3166068,-885.2297,-494.3908,218.4016
8013174454444875809,4421573384179219840,3945.9717,0.6080749,0.6301206,-0.008546179,0.42368284,-5.125757,14245.617,0.57436997,0.3464137,0.22795627,-889.99524,-488.53564,253.95905
8013174454444875809,4421573384179219840,4055.1191,0.92627835,0.7838047,-0.009795077,0.6504334,-4.947522,11981.948,0.87547845,0.53029853,0.34517992,-890.3772,-498.07315,212.7491
8013174454444875809,4421573384179219840,3999.5398,0.7681414,0.70896614,-0.009881232,0.53753316,-5.0333457,13017.989,0.7256211,0.4388612,0.2867599,-888.3837,-492.88956,231.87436
8013174454444875809,4421573384179219840,4139.523,1.0507569,0.87972873,-0.009608702,0.743268,-4.8545523,11076.44,0.9952917,0.6037463,0.39154541,-893.9186,-502.70505,190.54553
8013174454444875809,4421573384179219840,4055.9429,0.8825561,0.7885245,-0.009148466,0.6205188,-4.9362755,12075.029,0.83462656,0.5055124,0.32911414,-884.4498,-496.15793,211.59064
8013174454444875809,4421573384179219840,4136.933,1.0874588,0.87509525,-0.009454103,0.7682661,-4.860667,10994.714,1.0294882,0.62453055,0.40495765,-894.2805,-499.82413,191.55818
8013174454444875809,4421573384179219840,4736.6084,1.9817314,1.1458899,-0.012118311,1.4402857,-4.731245,9025.782,1.905436,1.1489083,0.7565278,-914.5808,-440.84958,140.1283
8013174454444875809,4421573384179219840,4041.2493,0.8438941,0.76685077,-0.008383897,0.59271246,-4.96056,12361.442,0.79789096,0.4830806,0.31481037,-884.81805,-495.4146,216.93623
8013174454444875809,4421573384179219840,4103.6304,0.9871647,0.83356977,-0.009819444,0.69650143,-4.906387,11547.795,0.9341895,0.5665453,0.3676442,-893.03394,-500.36826,200.95615
8013174454444875809,4421573384179219840,4125.668,1.0336637,0.8674307,-0.009356453,0.730332,-4.861318,11170.555,0.9786973,0.5936134,0.3850839,-891.5414,-500.47903,193.29826
8013174454444875809,4421573384179219840,4750.243,2.0124602,1.1490798,-0.012144033,1.4627566,-4.737445,8976.94,1.9353294,1.1666894,0.76864004,-915.5585,-438.66934,139.60303
8013174454444875809,4421573384179219840,4449.35,1.6137016,1.0357378,-0.010988657,1.1590277,-4.781144,9688.826,1.5393522,0.93262446,0.6067277,-914.4905,-475.36157,159.0944
8013174454444875809,4421573384179219840,3996.8486,0.7416975,0.6891535,-0.010003334,0.5191087,-5.069946,13366.496,0.7007022,0.42376375,0.27693844,-892.28015,-492.4317,237.18802
8013174454444875809,4421573384179219840,4099.8857,0.9888867,0.83758974,-0.009769146,0.6974163,-4.891992,11465.07,0.9356962,0.5674209,0.36827528,-890.91064,-499.6858,200.0821
8013174454444875809,4421573384179219840,4070.3257,0.89230204,0.7974191,-0.009691222,0.6284088,-4.9384837,12052.711,0.8442129,0.5115227,0.33269018,-890.203,-501.01468,209.51537
8013174454444875809,4421573384179219840,4162.603,1.1329656,0.88582283,-0.0101245,0.801748,-4.8536153,10920.088,1.0731078,0.6511928,0.42191505,-897.6201,-499.5897,189.2308
8013174454444875809,4421573384179219840,4022.557,0.8125843,0.739865,-0.009990005,0.56979316,-4.9976463,12657.595,0.76798064,0.4647564,0.30322424,-885.4469,-493.32486,223.7379
8013174454444875809,4421573384179219840,4168.743,1.1351435,0.8976262,-0.010019223,0.80383986,-4.8522387,10815.121,1.0754771,0.652634,0.4228431,-895.4153,-500.2587,186.58015
8013174454444875809,4421573384179219840,4740.2373,1.9874355,1.1437173,-0.011363956,1.4445261,-4.803418,9056.625,1.9110107,1.152234,0.7587768,-916.99023,-440.62,140.61038
8013174454444875809,4421573384179219840,4056.4973,0.88599426,0.7890159,-0.0097001325,0.6229437,-4.9378014,12061.964,0.83787435,0.5074882,0.33038616,-884.56573,-496.08548,211.46382
8013174454444875809,4421573384179219840,4042.4143,0.8534908,0.76066697,-0.009636293,0.5993949,-4.9797106,12422.587,0.80688673,0.48857114,0.3183156,-887.3717,-495.1948,218.50797
8013174454444875809,4421573384179219840,4087.5095,0.96289235,0.826818,-0.009768802,0.6784308,-4.8984838,11586.785,0.91093105,0.55220634,0.3587247,-888.60876,-498.43127,202.53593
8013174454444875809,4421573384179219840,4761.734,2.0174873,1.160566,-0.012016858,1.4674181,-4.725445,8902.54,1.941053,1.1698227,0.77123034,-914.0132,-438.3498,137.76993
8013174454444875809,4421573384179219840,4009.1528,0.80375534,0.72529244,-0.009558915,0.5627157,-5.010106,12757.451,0.75929654,0.4593477,0.29994884,-888.2193,-494.24664,227.54814
8013174454444875809,4421573384179219840,4146.421,1.110069,0.8895395,-0.009594531,0.78467286,-4.842523,10828.631,1.0511024,0.6376814,0.41342098,-893.77246,-499.92294,188.40901
8013174454444875809,4421573384179219840,4041.6309,0.83624375,0.7609178,-0.009722047,0.58749646,-4.978334,12472.348,0.79072535,0.47875774,0.3119676,-887.85236,-496.95877,218.43314
8013174454444875809,4421573384179219840,4046.151,0.87764025,0.77240336,-0.009755194,0.61632216,-4.9597583,12215.981,0.8296679,0.50240487,0.32726306,-885.66003,-494.8343,215.54138
8013174454444875809,4421573384179219840,4168.8047,1.1354096,0.9116522,-0.0098054195,0.80410475,-4.82362,10658.231,1.0758333,0.6527977,0.42303562,-891.9619,-500.0387,183.64726
8013174454444875809,4421573384179219840,4024.0964,0.82021105,0.7455598,-0.0095089665,0.5751406,-4.9864044,12568.77,0.7751796,0.4691248,0.30605483,-884.2998,-493.26193,222.27882
8013174454444875809,4421573384179219840,4068.621,0.9257584,0.80057263,-0.009676518,0.6512517,-4.9292927,11884.704,0.87548196,0.5304634,0.34501857,-886.7863,-496.652,208.71956
8013174454444875809,4421573384179219840,4072.6233,0.9199405,0.80618876,-0.009979772,0.6476206,-4.9235516,11866.098,0.87019694,0.5273001,0.34289682,-887.3639,-497.78003,207.3738
8013174454444875809,4421573384179219840,4045.045,0.8430883,0.77053237,-0.0094223125,0.59248406,-4.961283,12351.037,0.7972741,0.4827494,0.3145247,-886.47015,-497.40353,216.01059
8013174454444875809,4421573384179219840,4710.6743,1.9771587,1.1400824,-0.011977747,1.4345366,-4.7338276,8975.403,1.8990567,1.1456892,0.7533674,-915.62354,-442.89734,141.06354
8013174454444875809,4421573384179219840,4112.157,0.998527,0.8466551,-0.009312947,0.70504016,-4.888039,11420.857,0.94521314,0.5732523,0.37196082,-892.5224,-500.92407,197.96175
8013174454444875809,4421573384179219840,4016.4292,0.80055475,0.72992694,-0.009565399,0.5610666,-5.0100174,12774.748,0.7565128,0.4577499,0.29876292,-886.50836,-492.99536,226.3184
8013174454444875809,4421573384179219840,4049.9287,0.8571248,0.7772322,-0.00992204,0.6025382,-4.9550347,12258.345,0.81059283,0.49087757,0.31971526,-886.40283,-497.48053,214.34875
8013174454444875809,4421573384179219840,4032.9495,0.83988315,0.7523222,-0.009652443,0.5893105,-4.9847474,12493.002,0.79385406,0.4805539,0.31330016,-885.884,-494.01825,220.57469
8013174454444875809,4421573384179219840,4118.2705,1.0120307,0.8472116,-0.009700236,0.71479857,-4.8967085,11418.789,0.9580672,0.5810994,0.3769678,-894.50037,-501.1959,197.78967
8013174454444875809,4421573384179219840,4023.6282,0.80275524,0.73416054,-0.00967345,0.5631078,-5.011346,12779.925,0.7587762,0.45921075,0.29956543,-887.61035,-494.10422,225.24463
8013174454444875809,4421573384179219840,4149.0806,1.0756944,0.8895186,-0.009800574,0.761271,-4.8469954,10954.035,1.0190623,0.618223,0.40083927,-893.63544,-501.86316,188.39328
8013174454444875809,4421573384179219840,4143.7266,1.0743859,0.87961656,-0.00994689,0.759877,-4.8617992,11033.218,1.0175633,0.6173106,0.40025276,-893.9248,-500.54965,190.53748
8013174454444875809,4421573384179219840,4749.5703,1.9842492,1.1577991,-0.010716895,1.4433305,-4.731245,8959.104,1.9088672,1.1506498,0.75821745,-914.3216,-441.85803,138.22629
8013174454444875809,4421573384179219840,4051.9858,0.8802384,0.7816444,-0.009783076,0.6186024,-4.947849,12138.183,0.83231664,0.50407106,0.32824558,-884.8813,-495.46786,213.26315
8013174454444875809,4421573384179219840,4043.3708,0.8648723,0.7581443,-0.009778194,0.60727674,-4.986859,12425.629,0.8175523,0.49506187,0.32249045,-888.7973,-494.9446,219.16753
8013174454444875809,4421573384179219840,4237.826,1.2986041,0.922124,-0.010382712,0.9223312,-4.8384943,10526.166,1.231538,0.747657,0.48388106,-910.79865,-500.15063,181.42885
8013174454444875809,4421573384179219840,4334.3174,1.4429736,0.99349576,-0.010542321,1.0307343,-4.788857,9948.49,1.372222,0.8325272,0.5396947,-910.5199,-489.89084,167.04808
8013174454444875809,4421573384179219840,4111.4644,1.0010016,0.850776,-0.009911553,0.7067255,-4.8797507,11360.128,0.9475451,0.5746464,0.3728987,-891.1514,-500.44913,197.05345
8013174454444875809,4421573384179219840,4068.2993,0.9282834,0.79815036,-0.009780901,0.652948,-4.9344177,11904.921,0.8778195,0.531885,0.34593445,-887.5399,-496.6924,209.31175
8013174454444875809,4421573384179219840,3994.6572,0.745116,0.7022533,-0.009291186,0.52131397,-5.039262,13151.337,0.7039263,0.4256245,0.27830184,-887.30865,-491.72226,233.67618
8013174454444875809,4421573384179219840,4113.372,1.0230179,0.85249764,-0.009813629,0.72197986,-4.878362,11285.647,0.9681973,0.58720255,0.38099474,-891.5581,-499.46594,196.65845
8013174454444875809,4421573384179219840,3991.058,0.7149871,0.6859493,-0.009284709,0.5003279,-5.0696087,13457.072,0.67556775,0.4084173,0.26715043,-890.8729,-492.38956,238.06831
8013174454444875809,4421573384179219840,4081.5225,0.9142863,0.8110517,-0.009922634,0.644478,-4.9248915,11898.374,0.8651879,0.5243863,0.3408016,-892.49176,-502.69757,206.27821
8013174454444875809,4421573384179219840,4776.9067,2.0188959,1.1663951,-0.01219072,1.4699368,-4.7253127,8907.247,1.9436346,1.1709889,0.7726457,-915.4315,-439.58524,136.84166
8013174454444875809,4421573384179219840,4086.1118,0.9546174,0.8227773,-0.0098613035,0.67261034,-4.9056206,11653.639,0.90312296,0.5474554,0.3556676,-889.0252,-498.6223,203.48862
8013174454444875809,4421573384179219840,4221.0347,1.2168919,0.93631184,-0.010046743,0.8648044,-4.837065,10489.996,1.1544702,0.70073617,0.45373404,-899.78357,-501.2476,178.39673
8013174454444875809,4421573384179219840,4168.1846,1.1201785,0.9011696,-0.0095863165,0.79352725,-4.847462,10814.396,1.0614884,0.6441126,0.4173758,-894.60834,-501.35397,185.80801
8013174454444875809,4421573384179219840,4198.891,1.1790042,0.9407147,-0.009986087,0.8369068,-4.8042803,10399.857,1.1180485,0.67858785,0.4394607,-893.63947,-502.00552,177.53755
8013174454444875809,4421573384179219840,4075.6091,0.94739467,0.8126187,-0.009542413,0.66671896,-4.9122996,11718.563,0.8959898,0.5429856,0.35300416,-887.73395,-497.23517,205.8454
8013174454444875809,4421573384179219840,4115.066,0.9927913,0.85795295,-0.00954879,0.70137525,-4.8678513,11330.281,0.94002897,0.57007957,0.3699494,-892.09766,-503.1065,195.4459
8013174454444875809,4421573384179219840,4706.4116,1.964629,1.1363512,-0.011807033,1.4254712,-4.731475,9025.247,1.8869354,1.1384647,0.74847066,-915.3767,-443.1301,141.6838
8013174454444875809,4421573384179219840,4067.7769,0.94768125,0.7996191,-0.009955452,0.66621363,-4.9310846,11817.315,0.8959526,0.54287684,0.35307574,-889.5379,-497.97604,208.93991
8013174454444875809,4421573384179219840,4719.931,1.9801649,1.1405653,-0.011684859,1.4375095,-4.7865252,9015.175,1.902589,1.1476171,0.75497186,-916.38776,-441.81415,141.13666
